RACEYEAR,RACENUMBER,FP2_AirTemp_mean,FP2_AirTemp_min,FP2_AirTemp_max,FP2_Humidity_mean,FP2_Humidity_min,FP2_Humidity_max,FP2_Pressure_mean,FP2_Pressure_min,FP2_Pressure_max,FP2_Rainfall_max,FP2_TrackTemp_mean,FP2_TrackTemp_min,FP2_TrackTemp_max,FP2_WindDirection_mean,FP2_WindSpeed_mean,FP2_WindSpeed_max,Driver,FP2_AvgSector1Time_ms,FP2_FastestSector1Time_ms,FP2_AvgSector2Time_ms,FP2_FastestSector2Time_ms,FP2_AvgSector3Time_ms,FP2_FastestSector3Time_ms,FP2_AvgPitStopDuration_ms,FP2_TotalPitStops,FP2_MaxStint_HARD,FP2_MaxStint_INTERMEDIATE,FP2_MaxStint_MEDIUM,FP2_MaxStint_SOFT,FP2_MaxStint_TEST_UNKNOWN,FP2_MaxStint_UNKNOWN,FP2_AvgTyreLife_HARD,FP2_AvgTyreLife_INTERMEDIATE,FP2_AvgTyreLife_MEDIUM,FP2_AvgTyreLife_SOFT,FP2_AvgTyreLife_TEST_UNKNOWN,FP2_AvgTyreLife_UNKNOWN,FP2_AvgSpeedOnTyre_HARD,FP2_AvgSpeedOnTyre_INTERMEDIATE,FP2_AvgSpeedOnTyre_MEDIUM,FP2_AvgSpeedOnTyre_SOFT,FP2_AvgSpeedOnTyre_TEST_UNKNOWN,FP2_AvgSpeedOnTyre_UNKNOWN,FP2_FastestSpeedOnTyre_HARD,FP2_FastestSpeedOnTyre_INTERMEDIATE,FP2_FastestSpeedOnTyre_MEDIUM,FP2_FastestSpeedOnTyre_SOFT,FP2_FastestSpeedOnTyre_TEST_UNKNOWN,FP2_FastestSpeedOnTyre_UNKNOWN,FP2_AvgLapTimeOnTyre_HARD,FP2_AvgLapTimeOnTyre_INTERMEDIATE,FP2_AvgLapTimeOnTyre_MEDIUM,FP2_AvgLapTimeOnTyre_SOFT,FP2_AvgLapTimeOnTyre_TEST_UNKNOWN,FP2_AvgLapTimeOnTyre_UNKNOWN,FP2_FastestLapTimeOnTyre_HARD,FP2_FastestLapTimeOnTyre_INTERMEDIATE,FP2_FastestLapTimeOnTyre_MEDIUM,FP2_FastestLapTimeOnTyre_SOFT,FP2_FastestLapTimeOnTyre_TEST_UNKNOWN,FP2_FastestLapTimeOnTyre_UNKNOWN,FP2_Red,FP2_SCDeployed,FP2_VSCDeployed,FP2_Yellow
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,OCO,35910.818181818184,29258.0,47234.6,39382.0,26757.56,22968.0,543946.5,2.0,,,,3.0,,,,,,9.0,,,,,,258.89473684210526,,,,,,287.0,,,,,,106813.15789473684,,,,,,91608.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,PER,35706.65217391304,29104.0,46233.692307692305,39082.0,26889.69230769231,22892.0,353110.3333333333,3.0,,,2.0,4.0,,,,,3.5,10.866666666666667,,,,,284.5,277.1333333333333,,,,,285.0,285.0,,,,,92596.0,97587.66666666667,,,,,92497.0,91078.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,PIA,35045.625,29348.0,47389.444444444445,39610.0,27749.962962962964,23066.0,448877.5,2.0,,,1.0,3.0,,,,,3.5,11.647058823529411,,,,,281.75,262.2352941176471,,,,,282.0,283.0,,,,,113612.75,102890.58823529411,,,,,93963.0,92024.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,RUS,36038.954545454544,29271.0,47019.44,39637.0,27101.0,22974.0,344345.0,3.0,,,,4.0,,,,,,7.277777777777778,,,,,,265.27777777777777,,,,,,286.0,,,,,,106022.0,,,,,,91882.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,SAI,36624.32,29371.0,46531.21428571428,39444.0,27576.571428571428,22911.0,212567.5,4.0,,,,5.0,,,,,,8.263157894736842,,,,,,264.1578947368421,,,,,,287.0,,,,,,100505.47368421052,,,,,,91956.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,SAR,34858.46153846154,29530.0,45795.137931034486,39935.0,26819.275862068964,23089.0,266913.6666666667,3.0,,,,4.0,,3.0,,,,9.157894736842104,,3.0,,,,269.2105263157895,,275.3333333333333,,,,289.0,,276.0,,,,104727.1052631579,,98477.33333333333,,,,92749.0,,98009.0,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,STR,37021.36,29221.0,46734.5,39373.0,26863.464285714286,22856.0,298194.3333333333,3.0,,,4.0,2.0,,,,,11.0625,3.5,,,,,261.125,278.75,,,,,283.0,285.0,,,,,103831.6875,116247.0,,,,,93566.0,91450.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,TSU,35371.458333333336,29572.0,47764.22222222222,39712.0,27582.666666666668,23214.0,409424.5,2.0,,,1.0,3.0,,,,,4.5,10.466666666666667,,,,,282.1666666666667,256.0,,,,,284.0,282.0,,,,,116796.83333333333,105175.6,,,,,93548.0,92525.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,VER,37282.04761904762,29271.0,46759.708333333336,38959.0,27787.666666666668,22846.0,551548.5,2.0,,,1.0,3.0,,,,,3.6666666666666665,9.846153846153847,,,,,283.6666666666667,276.84615384615387,,,,,284.0,284.0,,,,,108313.33333333333,97778.53846153847,,,,,92794.0,91076.0,,,0,0,0,1
2023,1,22.87294117647059,22.1,23.6,23.31764705882353,20.0,29.0,1018.5129411764707,1018.0,1019.0,False,26.972941176470584,25.7,28.5,244.05882352941177,1.0823529411764705,2.0,ZHO,39565.458333333336,29310.0,46712.2962962963,39398.0,28139.51851851852,22878.0,176723.0,5.0,,,6.0,4.0,,,,,10.714285714285714,3.5,,,,,258.0,281.5,,,,,281.0,284.0,,,,,105352.14285714286,92284.0,,,,,93949.0,91586.0,,,0,0,0,1
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,ALB,41841.666666666664,33146.0,33893.555555555555,28610.0,34740.7037037037,28926.0,316079.6666666667,3.0,,,4.0,2.0,,,,,9.666666666666666,4.0,,,,,298.4,305.6,,,,,312.0,309.0,,,,,101837.4,111226.8,,,,,90810.0,90939.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,ALO,38997.27272727273,32640.0,32381.576923076922,28317.0,33052.730769230766,28677.0,382730.3333333333,3.0,,,4.0,3.0,,,,,11.125,3.5,,,,,276.375,298.5,,,,,302.0,300.0,,,,,99653.6875,89898.0,,,,,90612.0,89811.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,BOT,40565.22222222222,33112.0,33678.63333333333,28817.0,35078.86666666667,29123.0,239935.0,3.0,3.0,,,4.0,,,7.5,,,8.0,,,292.2,,,292.8333333333333,,,298.0,,,304.0,,,103143.7,,,105403.41666666667,,,93260.0,,,91052.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,DEV,39678.192307692305,32988.0,33107.44827586207,28945.0,34443.03448275862,28980.0,373691.0,2.0,1.0,,,3.0,,,4.5,,,11.058823529411764,,,300.6666666666667,,,283.52941176470586,,,304.0,,,302.0,,,106120.0,,,103252.41176470589,,,91579.0,,,90921.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,GAS,40583.36,32729.0,34021.107142857145,28578.0,34393.392857142855,28721.0,431034.0,2.0,,,1.0,3.0,,,,,4.5,10.2,,,,,303.6666666666667,296.6,,,,,306.0,313.0,,,,,105604.5,101216.46666666666,,,,,90628.0,90100.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,HAM,42374.916666666664,33205.0,33582.333333333336,28575.0,34399.51851851852,28666.0,280892.6666666667,3.0,,,4.0,3.0,,,,,8.454545454545455,6.428571428571429,,,,,275.45454545454544,298.57142857142856,,,,,307.0,309.0,,,,,103966.63636363637,102653.85714285714,,,,,91007.0,90599.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,HUL,40600.375,33015.0,33395.7037037037,28531.0,34184.851851851854,28635.0,472979.0,2.0,,,3.0,2.0,,,,,11.411764705882353,3.5,,,,,276.52941176470586,302.75,,,,,303.0,308.0,,,,,103155.41176470589,110819.25,,,,,91548.0,90181.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,LEC,40013.36,32943.0,34447.28571428572,28631.0,34913.78571428572,28767.0,453338.9999999999,2.0,,,3.0,2.0,,,,,11.0,4.0,,,,,294.4375,300.4,,,,,307.0,307.0,,,,,99220.0625,112346.8,,,,,90916.0,90341.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,MAG,39646.36363636364,33154.0,34813.2,28582.0,36760.16,29084.0,577962.0,2.0,1.0,,,3.0,,,3.5,,,7.153846153846154,,,299.5,,,290.53846153846155,,,303.0,,,305.0,,,108084.5,,,99568.53846153847,,,92477.0,,,90820.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,NOR,40732.541666666664,32883.0,34653.81481481482,28706.0,35203.11111111111,29092.0,295980.6666666668,3.0,4.0,,,3.0,,,7.444444444444445,,,7.7,,,265.0,,,291.1,,,304.0,,,302.0,,,107639.33333333333,,,105811.6,,,92324.0,,,90721.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,OCO,39753.291666666664,32643.0,32820.333333333336,28596.0,33598.88888888889,28723.0,487385.0,2.0,,,3.0,2.0,,,,,10.875,4.0,,,,,282.0,305.2,,,,,308.0,309.0,,,,,101634.5,105561.2,,,,,90737.0,90039.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,PER,40702.04347826087,32880.0,35083.807692307695,28496.0,35928.88461538462,28510.0,413190.5,2.0,,,3.0,2.0,,,,,10.6,3.5,,,,,297.3333333333333,307.5,,,,,311.0,308.0,,,,,100173.8,106208.5,,,,,90428.0,89902.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,PIA,41085.086956521736,32970.0,33317.57692307692,28803.0,35728.653846153844,28952.0,367292.6666666667,3.0,4.0,,,3.0,,,8.083333333333334,,,5.166666666666667,,,290.25,,,285.5,,,301.0,,,301.0,,,103249.91666666667,,,109660.33333333333,,,92189.0,,,90964.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,RUS,42540.791666666664,32803.0,34748.11111111111,28508.0,34991.88888888889,28759.0,292324.6666666667,3.0,,,4.0,2.0,,,,,9.733333333333333,4.25,,,,,295.53333333333336,303.5,,,,,304.0,305.0,,,,,102822.26666666666,106889.5,,,,,91377.0,90070.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,SAI,40725.692307692305,32981.0,35947.58620689655,28669.0,34972.24137931035,28749.0,235710.99999999985,3.0,,,4.0,3.0,,,,,7.0,9.090909090909092,,,,,270.6,291.27272727272725,,,,,307.0,300.0,,,,,113576.0,100524.90909090909,,,,,91080.0,90592.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,SAR,40859.22222222222,33245.0,32679.666666666668,28851.0,34814.36666666667,28782.0,256199.66666666666,3.0,4.0,,,3.0,,,10.1875,,,4.833333333333333,,,296.375,,,300.0,,,307.0,,,305.0,,,100193.875,,,114975.16666666667,,,91982.0,,,90959.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,STR,41615.416666666664,32811.0,33378.851851851854,28499.0,34369.0,28772.0,528595.5,2.0,,,1.0,3.0,,,,,4.0,10.857142857142858,,,,,293.0,292.7857142857143,,,,,299.0,301.0,,,,,111115.8,97699.28571428571,,,,,90996.0,90110.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,TSU,40155.851851851854,32806.0,33546.0,28853.0,34950.933333333334,28965.0,226627.66666666666,3.0,2.0,,,4.0,,,6.0,,,11.294117647058824,,,300.0,,,279.47058823529414,,,303.0,,,301.0,,,105659.8,,,103452.58823529411,,,91895.0,,,90776.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,VER,39631.42307692308,32619.0,33941.620689655174,28401.0,35044.65517241379,28570.0,377480.0,2.0,,,1.0,3.0,,,,,4.2,11.125,,,,,305.6,291.5625,,,,,308.0,309.0,,,,,106386.4,98831.5625,,,,,89952.0,89603.0,,,0,0,1,3
2023,2,26.20240963855422,25.9,26.5,49.903614457831324,49.0,51.0,1009.6915662650601,1009.5,1010.0,False,31.019277108433734,30.3,31.8,264.4096385542169,1.2349397590361446,2.5,ZHO,42213.541666666664,33246.0,33711.851851851854,28801.0,34807.40740740741,28790.0,229013.25,4.0,,,5.0,3.0,,,,,9.785714285714286,4.0,,,,,274.85714285714283,301.4,,,,,299.0,304.0,,,,,105330.57142857143,110243.8,,,,,91804.0,90837.0,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,ALB,33540.444444444445,28398.0,20052.5,18274.0,41435.125,34510.0,1583471.0,1.0,,2.0,,1.0,,,,7.0,,2.0,,,,284.3076923076923,,301.3333333333333,,,,289.0,,304.0,,,,94691.53846153847,,96383.33333333333,,,,88404.0,,81182.0,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,ALO,42458.0,27413.0,21261.30769230769,17974.0,46539.0,33500.0,617395.5,4.0,,5.0,1.0,2.0,,,,3.3333333333333335,2.5,1.0,,,,194.0,296.5,301.0,,,,276.0,300.0,301.0,,,,121934.33333333333,94195.25,93411.0,,,,109081.0,78887.0,93411.0,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,BOT,34728.77272727273,27844.0,21171.590909090908,18257.0,43009.0,34183.0,869023.4999999999,2.0,,3.0,1.0,2.0,,,,6.0,3.5,1.5,,,,257.6363636363636,295.3333333333333,292.5,,,,280.0,298.0,293.0,,,,100588.90909090909,94754.33333333333,88155.0,,,,90022.0,80312.0,83470.0,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,DEV,32908.875,28018.0,19546.0,18238.0,42180.57142857143,34298.0,,,1.0,,,,,,4.0,,,,,,295.7142857142857,,,,,,299.0,,,,,,94695.14285714286,,,,,,80600.0,,,,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,GAS,43264.666666666664,27737.0,20099.916666666668,18097.0,44203.875,34284.0,865531.0,3.0,1.0,4.0,,,,,3.5,3.0,,,,,301.0,33.0,,,,,304.0,33.0,,,,,86616.83333333333,143269.0,,,,,80206.0,143269.0,,,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,HAM,37173.35294117647,27758.0,20741.470588235294,18149.0,40494.07692307692,34337.0,754543.3333333334,3.0,1.0,4.0,,,,,4.5,4.4,,,,,300.125,226.8,,,,,302.0,280.0,,,,,87799.25,110345.8,,,,,80323.0,93688.0,,,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,HUL,35761.68421052631,27965.0,20514.78947368421,18118.0,45399.75,34111.0,686618.0,3.0,1.0,4.0,,,,,3.0,6.1,,,,,297.4,250.5,,,,,303.0,284.0,,,,,90274.2,106164.0,,,,,80194.0,90725.0,,,,,0,0,1,3
2023,3,15.930487804878048,15.0,16.8,77.36585365853658,72.0,84.0,1012.6085365853658,1012.2,1013.0,True,23.851219512195122,20.3,27.7,143.47560975609755,1.3231707317073171,2.5,LEC,38313.4,27581.0,22312.5,17953.0,41237.142857142855,33758.0,648636.5,2.0,,,1.0,2.0,,,,,3.5,1.0,,,,,299.0,280.0,,,,,302.0,280.0,,,,,99485.16666666667,99554.0,,,,,79332.0,99554.0,,,0,0,1,3
