,RACEYEAR,RACENUMBER,FP3_AirTemp_mean,FP3_AirTemp_min,FP3_AirTemp_max,FP3_Humidity_mean,FP3_Humidity_min,FP3_Humidity_max,FP3_Pressure_mean,FP3_Pressure_min,FP3_Pressure_max,FP3_Rainfall_max,FP3_TrackTemp_mean,FP3_TrackTemp_min,FP3_TrackTemp_max,FP3_WindDirection_mean,FP3_WindSpeed_mean,FP3_WindSpeed_max,Driver,AvgPitStopDuration_ms,TotalPitStops,FP3_MaxStint_HARD,FP3_MaxStint_INTERMEDIATE,FP3_MaxStint_MEDIUM,FP3_MaxStint_SOFT,FP3_MaxStint_UNKNOWN,FP3_MaxStint_WET,FP3_AvgTyreLife_HARD,FP3_AvgTyreLife_INTERMEDIATE,FP3_AvgTyreLife_MEDIUM,FP3_AvgTyreLife_SOFT,FP3_AvgTyreLife_UNKNOWN,FP3_AvgTyreLife_WET,FP3_AvgSpeedOnTyre_HARD,FP3_AvgSpeedOnTyre_INTERMEDIATE,FP3_AvgSpeedOnTyre_MEDIUM,FP3_AvgSpeedOnTyre_SOFT,FP3_AvgSpeedOnTyre_UNKNOWN,FP3_AvgSpeedOnTyre_WET,FP3_FastestSpeedOnTyre_HARD,FP3_FastestSpeedOnTyre_INTERMEDIATE,FP3_FastestSpeedOnTyre_MEDIUM,FP3_FastestSpeedOnTyre_SOFT,FP3_FastestSpeedOnTyre_UNKNOWN,FP3_FastestSpeedOnTyre_WET,FP3_AvgLapTimeOnTyre_HARD,FP3_AvgLapTimeOnTyre_INTERMEDIATE,FP3_AvgLapTimeOnTyre_MEDIUM,FP3_AvgLapTimeOnTyre_SOFT,FP3_AvgLapTimeOnTyre_UNKNOWN,FP3_AvgLapTimeOnTyre_WET,FP3_FastestLapTimeOnTyre_HARD,FP3_FastestLapTimeOnTyre_INTERMEDIATE,FP3_FastestLapTimeOnTyre_MEDIUM,FP3_FastestLapTimeOnTyre_SOFT,FP3_FastestLapTimeOnTyre_UNKNOWN,FP3_FastestLapTimeOnTyre_WET,FP3_Red,FP3_SCDeployed,FP3_VSCDeployed,FP3_Yellow
159,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,GAS,370860.3333333333,3,,,4.0,1.0,,,,,6.5,8.0,,,,,213.625,226.28571428571428,,,,,256.0,255.0,,,,,105272.0,105789.28571428571,,,,,79069.0,78776.0,,,0,0,0,1
160,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,HAM,208213.2,5,,,6.0,5.0,,,,,9.25,2.0,,,,,247.75,254.0,,,,,256.0,254.0,,,,,96384.375,77811.0,,,,,78941.0,77811.0,,,0,0,0,1
161,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,HUL,324746.5,2,,,2.0,3.0,,,,,7.545454545454546,4.0,,,,,241.54545454545453,195.0,,,,,255.0,257.0,,,,,91857.36363636363,100047.2,,,,,79438.0,78077.0,,,0,0,0,1
162,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,LEC,577736.0,2,,,2.0,3.0,,,,,17.375,4.5,,,,,241.3125,203.33333333333334,,,,,253.0,259.0,,,,,84405.6875,112769.5,,,,,79565.0,78190.0,,,0,0,0,1
163,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,MAG,416214.33333333343,3,,,3.0,4.0,,,,,6.666666666666667,8.5,,,,,241.11111111111111,211.8,,,,,254.0,256.0,,,,,91271.22222222222,104767.2,,,,,79156.0,78649.0,,,0,0,0,1
164,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,NOR,573251.5,2,,,3.0,1.0,,,,,5.166666666666667,8.0,,,,,199.0,234.57142857142858,,,,,257.0,253.0,,,,,116048.83333333333,94693.0,,,,,78082.0,78554.0,,,0,0,0,1
165,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,OCO,340105.3333333332,3,,,4.0,1.0,,,,,6.125,8.0,,,,,217.625,232.14285714285714,,,,,256.0,254.0,,,,,107356.75,106181.0,,,,,78979.0,79059.0,,,0,0,0,1
166,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,PER,447182.0,3,,,2.0,4.0,,,,,12.928571428571429,4.333333333333333,,,,,237.85714285714286,190.0,,,,,256.0,256.0,,,,,92359.21428571429,95900.66666666667,,,,,78558.0,78067.0,,,0,0,0,1
167,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,PIA,586212.0,2,,,3.0,1.0,,,,,7.111111111111111,3.5,,,,,224.22222222222223,227.5,,,,,255.0,252.0,,,,,91537.55555555556,100415.5,,,,,78743.0,78598.0,,,0,0,0,1
168,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,RIC,384605.3333333333,3,2.0,,4.0,,,,4.5,,16.466666666666665,,,,241.33333333333334,,218.86666666666667,,,,253.0,,252.0,,,,102525.33333333333,,97160.66666666667,,,,79980.0,,78828.0,,,,0,0,0,1
169,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,RUS,250485.75,4,,,5.0,4.0,,,,,8.090909090909092,3.5,,,,,226.45454545454547,254.5,,,,,255.0,255.0,,,,,99471.81818181818,78258.5,,,,,79418.0,78119.0,,,0,0,0,1
170,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,SAI,324600.3333333333,3,,,2.0,4.0,,,,,18.166666666666668,4.333333333333333,,,,,242.27777777777777,195.66666666666666,,,,,251.0,253.0,,,,,87631.61111111111,91498.33333333333,,,,,80345.0,78234.0,,,0,0,0,1
171,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,SAR,572040.3333333334,3,,,3.0,4.0,,,,,2.0,6.142857142857143,,,,,256.0,215.85714285714286,,,,,256.0,256.0,,,,,79179.0,101059.71428571429,,,,,79179.0,78814.0,,,0,0,0,1
172,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,STR,399804.0,4,3.0,,,5.0,,,2.5,,,6.666666666666667,,,255.0,,,206.88888888888889,,,256.0,,,256.0,,,102663.5,,,103602.33333333333,,,79855.0,,,78536.0,,,0,0,0,1
173,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,TSU,369750.99999999994,3,2.0,,4.0,,,,4.5,,11.8125,,,,233.83333333333334,,225.0,,,,254.0,,253.0,,,,98715.16666666667,,92663.75,,,,79743.0,,79156.0,,,,0,0,0,1
174,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,VER,529587.3333333334,3,,,2.0,3.0,,,,,9.538461538461538,2.0,,,,,234.0,255.0,,,,,254.0,255.0,,,,,90861.92307692308,78061.0,,,,,78478.0,78061.0,,,0,0,0,1
175,2023,11,24.61219512195122,24.0,25.2,45.91463414634146,41.0,51.0,988.0926829268293,987.9,988.4,False,45.83048780487805,43.5,48.0,272.4634146341463,2.4073170731707316,3.7,ZHO,155271.80000000005,10,10.0,,11.0,7.0,,,4.4,,18.0,3.6666666666666665,,,253.0,,97.0,251.0,,,255.0,,97.0,252.0,,,100851.0,,126288.0,100877.66666666667,,,79265.0,,126288.0,78544.0,,,0,0,0,1
176,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,ALB,917709.0,2,,3.0,,,,1.0,,8.5,,,,2.0,,270.3333333333333,,,,286.0,,301.0,,,,286.0,,90419.58333333333,,,,89568.0,,82750.0,,,,89568.0,3,0,0,5
177,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,ALO,1034996.4999999998,2,,3.0,,,,,,6.5,,,,,,259.25,,,,,,294.0,,,,,,94696.625,,,,,,82634.0,,,,,3,0,0,5
178,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,BOT,397943.6666666667,3,,4.0,,,,1.0,,11.75,,,,2.0,,269.0625,,,,280.0,,290.0,,,,280.0,,92282.9375,,,,88441.0,,82965.0,,,,88441.0,3,0,0,5
179,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,GAS,631576.3333333334,3,,4.0,,,,,,9.0,,,,,,265.0,,,,,,296.0,,,,,,91817.11111111111,,,,,,83210.0,,,,,3,0,0,5
180,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,HAM,553405.3333333334,3,,4.0,,,,,,9.727272727272727,,,,,,260.6363636363636,,,,,,291.0,,,,,,93654.09090909091,,,,,,82723.0,,,,,3,0,0,5
181,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,HUL,358796.75,4,,5.0,,,,2.0,,8.333333333333334,,,,4.0,,259.77777777777777,,,,284.3333333333333,,294.0,,,,285.0,,94227.66666666667,,,,90066.33333333333,,83640.0,,,,88331.0,3,0,0,5
182,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,LAW,292352.25,4,,5.0,,,,3.0,,3.3333333333333335,,,,6.75,,255.11111111111111,,,,282.375,,290.0,,,,288.0,,102180.44444444444,,,,95152.5,,86343.0,,,,89642.0,3,0,0,5
183,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,LEC,460338.6666666667,3,,4.0,,,,1.0,,6.5,,,,2.0,,297.0,,,,291.0,,299.0,,,,291.0,,92649.25,,,,87238.0,,83093.0,,,,87238.0,3,0,0,5
184,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,NOR,429823.0,3,,4.0,,,,,,13.5,,,,,,272.5625,,,,,,292.0,,,,,,89970.75,,,,,,83158.0,,,,,3,0,0,5
185,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,OCO,1143620.0,2,,3.0,,,,,,8.166666666666666,,,,,,252.33333333333334,,,,,,295.0,,,,,,91529.66666666667,,,,,,83806.0,,,,,3,0,0,5
186,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,PER,998216.0,2,,3.0,,,,,,8.5,,,,,,268.4166666666667,,,,,,293.0,,,,,,92411.75,,,,,,82631.0,,,,,3,0,0,5
187,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,PIA,590973.0,3,,4.0,,,,,,10.071428571428571,,,,,,266.7142857142857,,,,,,291.0,,,,,,95691.42857142857,,,,,,82892.0,,,,,3,0,0,5
188,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,RUS,481560.75,4,,5.0,,,,,,10.7,,,,,,257.0,,,,,,299.0,,,,,,89900.7,,,,,,82010.0,,,,,3,0,0,5
189,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,SAI,539738.6666666666,3,,4.0,,,,2.0,,7.0,,,,3.5,,264.125,,,,292.5,,299.0,,,,293.0,,88885.25,,,,98835.5,,83438.0,,,,87937.0,3,0,0,5
190,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,SAR,797866.0,2,,3.0,,,,1.0,,8.923076923076923,,,,2.0,,268.2307692307692,,,,281.0,,293.0,,,,281.0,,91877.92307692308,,,,91171.0,,83570.0,,,,91171.0,3,0,0,5
191,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,STR,503689.49999999977,2,,3.0,,,,,,3.7777777777777777,,,,,,263.22222222222223,,,,,,293.0,,,,,,91789.55555555556,,,,,,84058.0,,,,,3,0,0,5
192,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,TSU,327038.0,3,,4.0,,,,2.0,,6.0,,,,3.6666666666666665,,254.375,,,,284.0,,293.0,,,,285.0,,100499.25,,,,88670.33333333333,,83544.0,,,,87909.0,3,0,0,5
193,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,VER,711888.0,3,,4.0,,,,1.0,,8.88888888888889,,,,2.0,,263.77777777777777,,,,281.0,,296.0,,,,281.0,,90833.66666666667,,,,87514.0,,81631.0,,,,87514.0,3,0,0,5
194,2023,13,16.37439024390244,14.5,17.1,84.07317073170732,75.0,90.0,1008.8085365853659,1008.7,1009.0,True,19.148780487804878,16.8,22.6,200.4512195121951,2.6256097560975613,4.5,ZHO,231919.5,2,,3.0,,,,1.0,,4.0,,,,2.0,,284.3333333333333,,,,280.0,,286.0,,,,280.0,,90154.66666666667,,,,89994.0,,88482.0,,,,89994.0,3,0,0,5
195,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,ALB,357978.0,4,4.0,,5.0,1.0,,,3.5,,4.0,8.0,,,311.25,,252.75,310.0,,,313.0,,309.0,310.0,,,96232.75,,103125.75,82874.0,,,82054.0,,82114.0,82874.0,,,0,0,0,1
196,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,ALO,364373.6666666667,3,3.0,,,4.0,,,7.111111111111111,,,5.5,,,307.3333333333333,,,255.0,,,310.0,,,312.0,,,100424.44444444444,,,108222.375,,,82690.0,,,81711.0,,,0,0,0,1
197,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,BOT,308385.0,3,4.0,,3.0,,,,6.0,,14.333333333333334,,,,279.0,,301.0,,,,311.0,,305.0,,,,102011.11111111111,,96009.8,,,,82511.0,,83422.0,,,,0,0,0,1
198,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,GAS,385200.0,4,4.0,,,5.0,,,4.0,,,6.666666666666667,,,307.5,,,278.55555555555554,,,309.0,,,309.0,,,111415.75,,,105118.66666666667,,,82890.0,,,82852.0,,,0,0,0,1
199,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,HAM,273364.0,5,,,,6.0,,,,,,7.545454545454546,,,,,,282.27272727272725,,,,,,310.0,,,,,,89688.63636363637,,,,,,81453.0,,,0,0,0,1
200,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,HUL,289416.5000000002,4,,,1.0,5.0,,,,,6.5,4.285714285714286,,,,,300.6,259.57142857142856,,,,,303.0,311.0,,,,,86907.2,94006.0,,,,,86519.0,81985.0,,,0,0,0,1
201,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,LAW,269034.5,4,3.0,,5.0,,,,4.0,,16.6875,,,,308.0,,285.6875,,,,309.0,,312.0,,,,89161.25,,94564.9375,,,,83155.0,,82296.0,,,,0,0,0,1
202,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,LEC,462466.3333333332,3,,,,4.0,,,,,,12.666666666666666,,,,,,283.06666666666666,,,,,,311.0,,,,,,94401.93333333333,,,,,,81486.0,,,0,0,0,1
203,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,MAG,403706.3333333333,3,,,1.0,4.0,,,,,3.6666666666666665,4.0,,,,,304.3333333333333,267.22222222222223,,,,,306.0,309.0,,,,,98595.33333333333,109969.55555555556,,,,,83273.0,81884.0,,,0,0,0,1
204,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,NOR,391059.5,4,4.0,,,5.0,,,9.0,,,7.0,,,307.1666666666667,,,257.25,,,308.0,,,306.0,,,88371.5,,,111146.75,,,82636.0,,,82515.0,,,0,0,0,1
205,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,OCO,572990.0,3,3.0,,,4.0,,,3.0,,,6.777777777777778,,,308.3333333333333,,,271.8888888888889,,,309.0,,,309.0,,,97695.66666666667,,,104061.77777777778,,,82739.0,,,82903.0,,,0,0,0,1
206,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,PER,541240.0,1,,,,2.0,,,,,,11.833333333333334,,,,,,301.75,,,,,,311.0,,,,,,92149.91666666667,,,,,,82192.0,,,0,0,0,1
207,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,PIA,234241.0,3,,,4.0,2.0,,,,,7.0,6.666666666666667,,,,,294.42857142857144,306.3333333333333,,,,,309.0,307.0,,,,,94706.71428571429,101151.66666666667,,,,,82302.0,82617.0,,,0,0,0,1
208,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,RUS,247316.25,4,,,,5.0,,,,,,8.866666666666667,,,,,,282.4,,,,,,309.0,,,,,,101133.46666666666,,,,,,81730.0,,,0,0,0,1
209,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,SAI,404716.6666666667,3,,,,4.0,,,,,,12.0,,,,,,292.7857142857143,,,,,,314.0,,,,,,93800.5,,,,,,80912.0,,,0,0,0,1
210,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,SAR,248550.16666666666,6,6.0,,7.0,2.0,,,4.0,,5.333333333333333,10.666666666666666,,,310.8,,231.66666666666666,306.3333333333333,,,312.0,,310.0,308.0,,,103304.4,,93006.0,102463.66666666667,,,82380.0,,82820.0,83790.0,,,0,0,0,1
211,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,STR,237266.33333333334,3,2.0,,,4.0,,,12.5,,,5.5,,,296.9375,,,257.75,,,306.0,,,312.0,,,97592.3125,,,106301.625,,,83958.0,,,82245.0,,,0,0,0,1
212,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,TSU,280464.0,4,3.0,,5.0,,,,4.4,,17.266666666666666,,,,307.8,,286.06666666666666,,,,310.0,,311.0,,,,97961.2,,92420.86666666667,,,,82946.0,,82297.0,,,,0,0,0,1
213,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,VER,231839.6,5,,,,6.0,,,,,,10.583333333333334,,,,,,291.75,,,,,,309.0,,,,,,90588.33333333333,,,,,,80998.0,,,0,0,0,1
214,2023,14,26.751851851851853,26.1,27.4,48.06172839506173,44.0,52.0,999.620987654321,999.5,999.9,False,39.782716049382714,36.1,42.5,166.09876543209876,1.3246913580246913,2.2,ZHO,228117.25000000003,4,5.0,,3.0,,,,6.25,,13.666666666666666,,,,285.25,,302.8666666666667,,,,313.0,,308.0,,,,102355.625,,96246.2,,,,82742.0,,83211.0,,,,0,0,0,1
215,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,ALB,283133.75,4,,,,5.0,,,,,,4.166666666666667,,,,,,204.66666666666666,,,,,,257.0,,,,,,118569.16666666667,,,,,,93370.0,,,0,0,0,3
216,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,ALO,463276.0,2,,,1.0,3.0,,,,,4.5,6.714285714285714,,,,,252.83333333333334,222.57142857142858,,,,,254.0,257.0,,,,,116642.33333333333,110391.57142857143,,,,,93994.0,93051.0,,,0,0,0,3
217,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,BOT,448870.0,2,,,,3.0,,,,,,8.722222222222221,,,,,,232.55555555555554,,,,,,254.0,,,,,,107301.5,,,,,,93540.0,,,0,0,0,3
218,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,GAS,573572.0,2,,,3.0,2.0,,,,,6.166666666666667,3.6666666666666665,,,,,217.5,253.66666666666666,,,,,254.0,254.0,,,,,112831.66666666667,106383.33333333333,,,,,94682.0,93351.0,,,0,0,0,3
219,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,HAM,225581.8,5,,,,6.0,,,,,,5.5,,,,,,217.33333333333334,,,,,,256.0,,,,,,101376.5,,,,,,92535.0,,,0,0,0,3
220,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,HUL,402542.6666666667,3,,,3.0,4.0,,,,,6.0,4.5,,,,,249.6,210.33333333333334,,,,,256.0,259.0,,,,,114637.6,117452.0,,,,,94719.0,92896.0,,,0,0,0,3
221,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,LAW,313161.0,2,,,1.0,3.0,,,,,3.6666666666666665,6.428571428571429,,,,,250.0,222.0,,,,,251.0,256.0,,,,,121320.0,116718.0,,,,,95145.0,93357.0,,,0,0,0,3
222,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,LEC,174915.75,4,,,3.0,5.0,,,,,8.75,4.5,,,,,251.5,244.25,,,,,256.0,259.0,,,,,106400.375,108758.25,,,,,93663.0,92381.0,,,0,0,0,3
223,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,MAG,561533.0,2,,,1.0,3.0,,,,,4.25,4.8,,,,,255.0,225.2,,,,,256.0,257.0,,,,,110587.25,111123.4,,,,,94010.0,92970.0,,,0,0,0,3
224,2023,15,31.02926829268293,30.6,31.3,69.17073170731707,67.0,72.0,1007.5085365853658,1007.2,1007.7,False,38.203658536585365,36.8,39.4,180.03658536585365,2.176829268292683,3.2,NOR,437354.3333333333,3,,,2.0,4.0,,,,,4.333333333333333,4.75,,,,,254.0,208.75,,,,,256.0,258.0,,,,,93990.33333333333,114881.25,,,,,93776.0,92303.0,,,0,0,0,3
