,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamId,CountryCode,Position,ClassifiedPosition,GridPosition,Time,Status,Points,RACEYEAR,RACENUMBER,WinnerTime,WinnerDriver,Racepace,IsWinnerFlag,RACE_AirTemp_mean,RACE_AirTemp_min,RACE_AirTemp_max,RACE_Humidity_mean,RACE_Humidity_min,RACE_Humidity_max,RACE_Pressure_mean,RACE_Pressure_min,RACE_Pressure_max,RACE_Rainfall_max,RACE_TrackTemp_mean,RACE_TrackTemp_min,RACE_TrackTemp_max,RACE_WindDirection_mean,RACE_WindSpeed_mean,RACE_WindSpeed_max,RACE_SESSIONTYPE_first,Driver_x,AvgPitStopDuration_ms,TotalPitStops,Driver_y,RACE_AvgTyreLife_HARD,RACE_AvgTyreLife_INTERMEDIATE,RACE_AvgTyreLife_MEDIUM,RACE_AvgTyreLife_SOFT,RACE_AvgTyreLife_UNKNOWN,RACE_AvgTyreLife_WET,RACE_AvgSpeedOnTyre_HARD,RACE_AvgSpeedOnTyre_INTERMEDIATE,RACE_AvgSpeedOnTyre_MEDIUM,RACE_AvgSpeedOnTyre_SOFT,RACE_AvgSpeedOnTyre_UNKNOWN,RACE_AvgSpeedOnTyre_WET,RACE_AvgLapTimeOnTyre_HARD,RACE_AvgLapTimeOnTyre_INTERMEDIATE,RACE_AvgLapTimeOnTyre_MEDIUM,RACE_AvgLapTimeOnTyre_SOFT,RACE_AvgLapTimeOnTyre_UNKNOWN,RACE_AvgLapTimeOnTyre_WET,RACE_Red,RACE_SCDeployed,RACE_VSCDeployed,RACE_Yellow,fast,medium,slow,TotalCorners
190,2,L SARGEANT,SAR,sargeant,Williams,williams,USA,11.0,11,14.0,23632.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.0046183870119200195,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,SAR,28843.0,1.0,SAR,,,15.0,12.0,,,,,245.42857142857142,223.82608695652175,,,,,94.27527586206894,104.63421739130435,,,0,1,1,1,5.0,5.0,8.0,18.0
191,77,V BOTTAS,BOT,bottas,Alfa Romeo,alfa,FIN,12.0,12,20.0,25830.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.005047940780208789,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,BOT,29656.0,1.0,BOT,16.5,,,10.5,,,246.16129032258064,,,224.3,,,94.85190625000001,,,105.37535,,,0,1,1,1,5.0,5.0,8.0,18.0
192,27,N HULKENBERG,HUL,hulkenberg,Haas F1 Team,haas,GER,13.0,13,11.0,26663.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.0052107334503564435,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,HUL,36007.0,2.0,HUL,4.0,,13.0,10.5,,,243.0,,245.66666666666666,232.9,,,96.18499999999999,,95.76172000000001,103.81315,,,0,1,1,1,5.0,5.0,8.0,18.0
193,18,L STROLL,STR,stroll,Aston Martin,aston_martin,CAN,14.0,14,12.0,27483.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.00537098553861704,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,STR,28609.0,1.0,STR,,,17.0,14.0,,,,,245.73333333333332,220.14285714285714,,,,,94.07338709677421,105.86409523809523,,,0,1,1,1,5.0,5.0,8.0,18.0
194,24,G ZHOU,ZHO,zhou,Alfa Romeo,alfa,CHN,15.0,15,17.0,29820.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.00582770399015974,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,ZHO,30744.0,3.0,ZHO,5.0,,12.5,10.0,,,240.0,,245.3913043478261,230.77777777777777,,,101.29666666666667,,94.708125,103.26805263157894,,,0,1,1,1,5.0,5.0,8.0,18.0
195,22,Y TSUNODA,TSU,tsunoda,AlphaTauri,alphatauri,JPN,16.0,16,16.0,31225.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.006102282263337957,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,TSU,28460.5,2.0,TSU,9.5,,,9.264705882352942,,,246.23529411764707,,,230.84848484848484,,,95.15955555555556,,,101.0379705882353,,,0,1,1,1,5.0,5.0,8.0,18.0
196,21,N DE VRIES,DEV,de_vries,AlphaTauri,alphatauri,NED,17.0,17,18.0,33128.0,Finished,0.0,2023,10,5116938.0,max_verstappen,0.006474184365728097,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,DEV,28390.0,2.0,DEV,,,3.0,12.51063829787234,,,,,247.5,236.3695652173913,,,,,100.22279999999999,98.91387234042551,,,0,1,1,1,5.0,5.0,8.0,18.0
197,10,P GASLY,GAS,gasly,Alpine,alpine,FRA,18.0,18,10.0,,Finished,0.0,2023,10,5116938.0,max_verstappen,,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,GAS,28500.0,1.0,GAS,,,16.0,11.0,,,,,244.66666666666666,200.78571428571428,,,,,93.7584193548387,113.79264285714287,,,0,1,1,1,5.0,5.0,8.0,18.0
198,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,DEN,19.0,R,19.0,,Retired,0.0,2023,10,5116938.0,max_verstappen,,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,,,,MAG,,,16.5,,,,,,244.2258064516129,,,,,,94.7066129032258,,,,0,1,1,1,5.0,5.0,8.0,18.0
199,31,E OCON,OCO,ocon,Alpine,alpine,FRA,20.0,R,13.0,,Retired,0.0,2023,10,5116938.0,max_verstappen,,0,21.473509933774835,20.0,22.5,56.18543046357616,49.0,64.0,1001.2258278145696,1000.9,1001.5,False,30.94105960264901,27.7,38.2,205.39735099337747,3.023841059602649,5.5,R,,,,OCO,,,,5.0,,,,,,242.625,,,,,,95.15011111111112,,,0,1,1,1,5.0,5.0,8.0,18.0
200,1,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,NED,1.0,1,2.0,5888634.0,Finished,26.0,2023,11,5888634.0,max_verstappen,1.0,1,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,VER,21515.0,2.0,VER,14.5,,14.095238095238095,,,,246.55555555555554,,245.41463414634146,,,,84.33514285714287,,83.98214285714286,,,,0,0,0,2,8.0,2.0,6.0,16.0
201,4,L NORRIS,NOR,norris,McLaren,mclaren,GBR,2.0,2,3.0,33731.0,Finished,18.0,2023,11,5888634.0,max_verstappen,0.005728153592157366,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,NOR,21531.0,2.0,NOR,14.0,,13.534883720930232,,,,245.19230769230768,,246.23809523809524,,,,84.85985185185183,,84.44532558139535,,,,0,0,0,2,8.0,2.0,6.0,16.0
202,11,S PEREZ,PER,perez,Red Bull Racing,red_bull,MEX,3.0,3,9.0,37603.0,Finished,15.0,2023,11,5888634.0,max_verstappen,0.006385691486344711,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,PER,21390.0,2.0,PER,15.5,,16.717391304347824,,,,246.7391304347826,,250.11111111111111,,,,85.67441666666666,,84.13154347826088,,,,0,0,0,2,8.0,2.0,6.0,16.0
203,44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,GBR,4.0,4,1.0,39134.0,Finished,12.0,2023,11,5888634.0,max_verstappen,0.006645683871675502,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,HAM,21843.5,2.0,HAM,17.0,,12.91891891891892,,,,243.84375,,244.58333333333334,,,,85.02387878787879,,84.37783783783784,,,,0,0,0,2,8.0,2.0,6.0,16.0
204,81,O PIASTRI,PIA,piastri,McLaren,mclaren,AUS,5.0,5,4.0,62572.0,Finished,10.0,2023,11,5888634.0,max_verstappen,0.010625893883029579,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,PIA,21570.0,2.0,PIA,12.5,,15.152173913043478,,,,244.7826086956522,,246.0222222222222,,,,85.34583333333335,,84.84578260869564,,,,0,0,0,2,8.0,2.0,6.0,16.0
205,63,G RUSSELL,RUS,russell,Mercedes,mercedes,GBR,6.0,6,18.0,65825.0,Finished,8.0,2023,11,5888634.0,max_verstappen,0.011178314019855879,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,RUS,21749.5,2.0,RUS,14.5,,11.214285714285714,,,,242.88888888888889,,247.09756097560975,,,,86.30560714285716,,84.2357619047619,,,,0,0,0,2,8.0,2.0,6.0,16.0
206,16,C LECLERC,LEC,leclerc,Ferrari,ferrari,MON,7.0,7,6.0,70317.0,Finished,6.0,2023,11,5888634.0,max_verstappen,0.011941139490075288,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,LEC,24936.5,2.0,LEC,15.79245283018868,,12.0,,,,246.65384615384616,,244.0,,,,84.79701886792452,,85.86523529411765,,,,0,0,0,2,8.0,2.0,6.0,16.0
207,55,C SAINZ,SAI,sainz,Ferrari,ferrari,ESP,8.0,8,11.0,71073.0,Finished,4.0,2023,11,5888634.0,max_verstappen,0.012069522405365999,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,SAI,21718.0,2.0,SAI,15.709090909090909,,,8.0,,,246.38888888888889,,,245.07142857142858,,,84.85038181818183,,,86.19573333333332,,,0,0,0,2,8.0,2.0,6.0,16.0
208,14,F ALONSO,ALO,alonso,Aston Martin,aston_martin,ESP,9.0,9,8.0,75709.0,Finished,2.0,2023,11,5888634.0,max_verstappen,0.01285680176421221,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,ALO,23491.5,2.0,ALO,14.92,,13.5,,,,245.53061224489795,,243.26315789473685,,,,84.84106,,86.11449999999999,,,,0,0,0,2,8.0,2.0,6.0,16.0
209,18,L STROLL,STR,stroll,Aston Martin,aston_martin,CAN,10.0,10,14.0,14615.0,Lapped,1.0,2023,11,5888634.0,max_verstappen,0.002481899876949391,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,STR,22179.0,2.0,STR,20.333333333333332,,,5.0,,,245.0677966101695,,,246.75,,,85.29061666666668,,,87.31244444444445,,,0,0,0,2,8.0,2.0,6.0,16.0
210,23,A ALBON,ALB,albon,Williams,williams,THA,11.0,11,16.0,29087.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.004939515683943,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,ALB,21913.5,2.0,ALB,17.80327868852459,,4.5,,,,247.03333333333333,,247.28571428571428,,,,85.47914754098359,,87.93662499999999,,,,0,0,0,2,8.0,2.0,6.0,16.0
211,77,V BOTTAS,BOT,bottas,Alfa Romeo,alfa,FIN,12.0,12,7.0,30079.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.005107975805594303,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,BOT,22750.0,2.0,BOT,19.55,,8.0,,,,247.23728813559322,,246.25,,,,85.52399999999997,,87.47477777777777,,,,0,0,0,2,8.0,2.0,6.0,16.0
212,3,D RICCIARDO,RIC,ricciardo,AlphaTauri,alphatauri,AUS,13.0,13,13.0,36257.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.006157115555152519,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,RIC,22085.5,2.0,RIC,9.0,,20.086206896551722,,,,244.8,,246.49122807017545,,,,87.49809090909092,,85.5588275862069,,,,0,0,0,2,8.0,2.0,6.0,16.0
213,27,N HULKENBERG,HUL,hulkenberg,Haas F1 Team,haas,GER,14.0,14,10.0,51298.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.008711358185956199,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,HUL,22406.0,2.0,HUL,18.30188679245283,,11.5,,,,247.1153846153846,,246.73333333333332,,,,85.8982830188679,,86.7076875,,,,0,0,0,2,8.0,2.0,6.0,16.0
214,22,Y TSUNODA,TSU,tsunoda,AlphaTauri,alphatauri,JPN,15.0,15,17.0,51543.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.008752963760355966,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,TSU,23656.0,2.0,TSU,21.0,,13.0,5.0,,,243.47058823529412,,248.52,246.375,,,86.37602857142858,,85.22055999999999,87.3891111111111,,,0,0,0,2,8.0,2.0,6.0,16.0
215,24,G ZHOU,ZHO,zhou,Alfa Romeo,alfa,CHN,16.0,16,5.0,60491.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.010272501228638084,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,ZHO,26007.0,2.0,ZHO,20.28813559322034,,8.5,,,,246.51724137931035,,247.33333333333334,,,,85.97669491525424,,87.65,,,,0,0,0,2,8.0,2.0,6.0,16.0
216,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,DEN,17.0,17,19.0,82351.0,Lapped,0.0,2023,11,5888634.0,max_verstappen,0.013984737377123455,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,MAG,22445.0,2.0,MAG,18.272727272727273,,7.5,,,,246.55555555555554,,245.92307692307693,,,,86.37972727272728,,87.14999999999999,,,,0,0,0,2,8.0,2.0,6.0,16.0
217,2,L SARGEANT,SAR,sargeant,Williams,williams,USA,18.0,18,20.0,,Finished,0.0,2023,11,5888634.0,max_verstappen,,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,SAR,23101.0,2.0,SAR,15.833333333333334,,7.0,,,,247.51923076923077,,247.41666666666666,,,,86.18996296296297,,87.30507692307691,,,,0,0,0,2,8.0,2.0,6.0,16.0
218,31,E OCON,OCO,ocon,Alpine,alpine,FRA,19.0,R,12.0,,Retired,0.0,2023,11,5888634.0,max_verstappen,,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,,,,OCO,,,4.5,,,,,,235.0,,,,,,104.07300000000001,,,,0,0,0,2,8.0,2.0,6.0,16.0
219,10,P GASLY,GAS,gasly,Alpine,alpine,FRA,20.0,R,15.0,,Retired,0.0,2023,11,5888634.0,max_verstappen,,0,28.808536585365857,27.7,29.6,32.80487804878049,31.0,35.0,988.4018292682927,987.7,989.0,False,48.579268292682926,45.5,51.4,174.53658536585365,1.4408536585365854,2.7,R,,,,GAS,,,,1.0,,,,,,,,,,,,124.981,,,0,0,0,2,8.0,2.0,6.0,16.0
220,1,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,NED,1.0,1,6.0,4950450.0,Finished,25.0,2023,12,4950450.0,max_verstappen,1.0,1,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,VER,22953.0,2.0,VER,,,8.5,7.5,,,,,211.53333333333333,212.0,,,,,113.19368750000001,112.11967857142858,,,0,0,0,6,7.0,1.0,11.0,19.0
221,11,S PEREZ,PER,perez,Red Bull Racing,red_bull,MEX,2.0,2,2.0,22305.0,Finished,18.0,2023,12,4950450.0,max_verstappen,0.004505651001424113,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,PER,23187.0,2.0,PER,,,8.5,7.535714285714286,,,,,211.26666666666668,212.03703703703704,,,,,114.01287500000001,112.44817857142856,,,0,0,0,6,7.0,1.0,11.0,19.0
222,16,C LECLERC,LEC,leclerc,Ferrari,ferrari,MON,3.0,3,1.0,32259.0,Finished,15.0,2023,12,4950450.0,max_verstappen,0.006516377299033422,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,LEC,23195.0,2.0,LEC,,,8.0,7.827586206896552,,,,,209.71428571428572,209.10714285714286,,,,,114.13619999999999,112.78158620689656,,,0,0,0,6,7.0,1.0,11.0,19.0
223,44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,GBR,4.0,4,3.0,49671.0,Finished,13.0,2023,12,4950450.0,max_verstappen,0.010033633306063085,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,HAM,23098.666666666668,3.0,HAM,,,7.235294117647059,7.333333333333333,,,,,211.3125,211.0,,,,,114.67235294117647,112.98855555555555,,,0,0,0,6,7.0,1.0,11.0,19.0
224,14,F ALONSO,ALO,alonso,Aston Martin,aston_martin,ESP,5.0,5,9.0,56184.0,Finished,10.0,2023,12,4950450.0,max_verstappen,0.011349271278368633,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,ALO,23468.5,2.0,ALO,,,8.448275862068966,8.0,,,,,210.1851851851852,213.0,,,,,114.46893103448275,112.46900000000001,,,0,0,0,6,7.0,1.0,11.0,19.0
225,63,G RUSSELL,RUS,russell,Mercedes,mercedes,GBR,6.0,6,8.0,63101.0,Finished,8.0,2023,12,4950450.0,max_verstappen,0.01274651799331374,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,RUS,23828.0,1.0,RUS,,,11.5,11.5,,,,,208.66666666666666,211.63636363636363,,,,,115.40100000000002,112.48768181818183,,,0,0,0,6,7.0,1.0,11.0,19.0
226,4,L NORRIS,NOR,norris,McLaren,mclaren,GBR,7.0,7,7.0,73719.0,Finished,6.0,2023,12,4950450.0,max_verstappen,0.014891373511498955,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,NOR,24367.0,2.0,NOR,6.5,,3.0,14.0,,,207.45454545454547,,209.0,207.66666666666666,,,115.83250000000002,,117.11219999999999,112.91177777777779,,,0,0,0,6,7.0,1.0,11.0,19.0
227,31,E OCON,OCO,ocon,Alpine,alpine,FRA,8.0,8,14.0,74719.0,Finished,4.0,2023,12,4950450.0,max_verstappen,0.015093375349715683,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,OCO,23210.5,2.0,OCO,,,10.0,8.44,,,,,210.27777777777777,211.20833333333334,,,,,115.09078947368421,113.53776000000002,,,0,0,0,6,7.0,1.0,11.0,19.0
228,18,L STROLL,STR,stroll,Aston Martin,aston_martin,CAN,9.0,9,10.0,79340.0,Finished,2.0,2023,12,4950450.0,max_verstappen,0.016026825844115182,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,STR,25328.0,1.0,STR,,,10.5,12.5,,,,,208.0,210.875,,,,,115.53734999999999,113.29345833333332,,,0,0,0,6,7.0,1.0,11.0,19.0
229,22,Y TSUNODA,TSU,tsunoda,AlphaTauri,alphatauri,JPN,10.0,10,11.0,80221.0,Finished,1.0,2023,12,4950450.0,max_verstappen,0.01620478946358412,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,TSU,22686.5,2.0,TSU,,,6.875,10.5,,,,,208.5909090909091,211.0,,,,,115.44175,113.00345,,,0,0,0,6,7.0,1.0,11.0,19.0
230,10,P GASLY,GAS,gasly,Alpine,alpine,FRA,11.0,11,12.0,83084.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.01678312072639861,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,GAS,25656.0,1.0,GAS,,,11.0,12.0,,,,,210.61904761904762,208.27272727272728,,,,,113.08590476190474,115.59695652173909,,,0,0,0,6,7.0,1.0,11.0,19.0
231,77,V BOTTAS,BOT,bottas,Alfa Romeo,alfa,FIN,12.0,12,13.0,85191.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.017208738599521257,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,BOT,23601.5,2.0,BOT,,,10.026315789473685,3.5,,,,,210.94594594594594,211.2,,,,,114.01976315789474,117.14833333333335,,,0,0,0,6,7.0,1.0,11.0,19.0
232,24,G ZHOU,ZHO,zhou,Alfa Romeo,alfa,CHN,13.0,13,17.0,95441.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.019279257441242717,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,ZHO,24226.5,2.0,ZHO,,,9.5,8.384615384615385,,,,,209.52941176470588,210.92,,,,,115.56216666666667,114.06815384615382,,,0,0,0,6,7.0,1.0,11.0,19.0
233,23,A ALBON,ALB,albon,Williams,williams,THA,14.0,14,15.0,96184.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.019429344807037743,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,ALB,24057.333333333332,3.0,ALB,,,7.346153846153846,5.222222222222222,,,,,210.04166666666666,212.2941176470588,,,,,115.0773076923077,114.14577777777777,,,0,0,0,6,7.0,1.0,11.0,19.0
234,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,DEN,15.0,15,16.0,101754.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.020554495045904918,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,MAG,23569.5,2.0,MAG,,,10.256410256410257,3.0,,,,,209.31578947368422,210.0,,,,,114.44397435897437,117.7778,,,0,0,0,6,7.0,1.0,11.0,19.0
235,3,D RICCIARDO,RIC,ricciardo,AlphaTauri,alphatauri,AUS,16.0,16,19.0,103071.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.020820531466836347,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,RIC,23086.0,2.0,RIC,,,10.41025641025641,3.0,,,,,208.81578947368422,209.5,,,,,114.46105128205127,117.90799999999999,,,0,0,0,6,7.0,1.0,11.0,19.0
236,2,L SARGEANT,SAR,sargeant,Williams,williams,USA,17.0,17,18.0,104476.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.021104344049530852,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,SAR,23572.333333333332,3.0,SAR,,,7.346153846153846,5.055555555555555,,,,,209.70833333333334,211.58823529411765,,,,,115.18853846153846,114.44577777777778,,,0,0,0,6,7.0,1.0,11.0,19.0
237,27,N HULKENBERG,HUL,hulkenberg,Haas F1 Team,haas,GER,18.0,18,20.0,110450.0,Finished,0.0,2023,12,4950450.0,max_verstappen,0.02231110303103758,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,HUL,24836.0,2.0,HUL,,,6.5,9.0,,,,,208.27272727272728,209.6451612903226,,,,,116.18483333333332,114.5838125,,,0,0,0,6,7.0,1.0,11.0,19.0
238,55,C SAINZ,SAI,sainz,Ferrari,ferrari,ESP,19.0,R,4.0,,Retired,0.0,2023,12,4950450.0,max_verstappen,,0,17.873333333333335,16.8,19.2,61.92666666666667,57.0,69.0,966.6273333333334,966.4,967.0,True,28.24066666666667,25.0,31.5,130.04666666666665,1.5946666666666667,4.5,R,SAI,23235.0,1.0,SAI,,,8.5,4.0,,,,,207.73333333333332,208.33333333333334,,,,,117.2095625,116.92742857142858,,,0,0,0,6,7.0,1.0,11.0,19.0
