Time,Status,Message,RACEYEAR,RACENUMBER,SESSIONTYPE
0 days 00:25:44.314000,5,Red,2024,14,FP3
0 days 00:33:04.790000,1,AllClear,2024,14,FP3
0 days 00:49:00.407000,5,Red,2024,14,FP3
0 days 01:11:05.301000,1,AllClear,2024,14,FP3
0 days 00:00:00,1,AllClear,2024,15,FP3
0 days 00:23:25.388000,2,Yellow,2024,15,FP3
0 days 00:23:54.703000,1,AllClear,2024,15,FP3
0 days 00:27:49.214000,2,Yellow,2024,15,FP3
0 days 00:27:58.329000,1,AllClear,2024,15,FP3
0 days 00:28:06.882000,2,Yellow,2024,15,FP3
0 days 00:28:16.210000,5,Red,2024,15,FP3
0 days 01:11:17.930000,1,AllClear,2024,15,FP3
0 days 00:00:00,1,AllClear,2024,16,FP3
0 days 01:16:17.107000,2,Yellow,2024,16,FP3
0 days 00:00:00,1,AllClear,2024,17,FP3
0 days 00:05:25.672000,2,Yellow,2024,17,FP3
0 days 00:05:27.799000,1,AllClear,2024,17,FP3
0 days 00:05:33.813000,2,Yellow,2024,17,FP3
0 days 00:05:34.808000,1,AllClear,2024,17,FP3
0 days 00:05:36.267000,2,Yellow,2024,17,FP3
0 days 00:05:40.885000,1,AllClear,2024,17,FP3
0 days 00:05:51.105000,2,Yellow,2024,17,FP3
0 days 00:05:52.106000,1,AllClear,2024,17,FP3
0 days 00:13:47.102000,2,Yellow,2024,17,FP3
0 days 00:13:54.700000,1,AllClear,2024,17,FP3
0 days 00:28:53.592000,2,Yellow,2024,17,FP3
0 days 00:29:16.448000,5,Red,2024,17,FP3
0 days 00:36:51.527000,1,AllClear,2024,17,FP3
0 days 00:46:34.857000,2,Yellow,2024,17,FP3
0 days 00:47:09.194000,5,Red,2024,17,FP3
0 days 00:51:08.152000,1,AllClear,2024,17,FP3
0 days 00:55:40.396000,2,Yellow,2024,17,FP3
0 days 00:55:47.956000,1,AllClear,2024,17,FP3
0 days 00:57:09.963000,2,Yellow,2024,17,FP3
0 days 00:57:12.487000,1,AllClear,2024,17,FP3
0 days 01:03:47.539000,2,Yellow,2024,17,FP3
0 days 01:03:52.695000,1,AllClear,2024,17,FP3
0 days 01:03:54.707000,2,Yellow,2024,17,FP3
0 days 01:03:58.704000,1,AllClear,2024,17,FP3
0 days 01:05:20.501000,2,Yellow,2024,17,FP3
0 days 01:05:49.421000,1,AllClear,2024,17,FP3
0 days 01:05:54.781000,2,Yellow,2024,17,FP3
0 days 01:05:58.893000,1,AllClear,2024,17,FP3
0 days 01:13:03.518000,2,Yellow,2024,17,FP3
0 days 01:13:26.313000,1,AllClear,2024,17,FP3
0 days 00:00:00,2,Yellow,2024,18,FP3
0 days 00:01:54.699000,1,AllClear,2024,18,FP3
0 days 00:02:02.728000,2,Yellow,2024,18,FP3
0 days 00:02:19.968000,1,AllClear,2024,18,FP3
0 days 00:02:25.058000,2,Yellow,2024,18,FP3
0 days 00:02:29.712000,1,AllClear,2024,18,FP3
0 days 00:02:38.702000,2,Yellow,2024,18,FP3
0 days 00:03:07.201000,1,AllClear,2024,18,FP3
0 days 00:06:40.098000,2,Yellow,2024,18,FP3
0 days 00:06:55.893000,1,AllClear,2024,18,FP3
0 days 00:22:59.336000,5,Red,2024,18,FP3
0 days 00:25:42.119000,1,AllClear,2024,18,FP3
0 days 01:02:21.042000,2,Yellow,2024,18,FP3
0 days 01:02:30.230000,1,AllClear,2024,18,FP3
0 days 00:00:00,4,SCDeployed,2024,20,FP3
0 days 00:03:48.805000,1,AllClear,2024,20,FP3
0 days 00:09:42.415000,2,Yellow,2024,20,FP3
0 days 00:09:44.968000,1,AllClear,2024,20,FP3
0 days 01:12:23.011000,2,Yellow,2024,20,FP3
0 days 01:12:25.969000,1,AllClear,2024,20,FP3
0 days 00:00:00,1,AllClear,2024,22,FP3
0 days 00:44:38.852000,2,Yellow,2024,22,FP3
0 days 00:44:44.908000,1,AllClear,2024,22,FP3
0 days 00:50:48.187000,2,Yellow,2024,22,FP3
0 days 00:50:51.214000,1,AllClear,2024,22,FP3
0 days 01:08:01.360000,2,Yellow,2024,22,FP3
0 days 01:08:14.448000,5,Red,2024,22,FP3
0 days 01:12:39.487000,1,AllClear,2024,22,FP3
0 days 00:10:10.957000,1,AllClear,2024,24,FP3
0 days 00:00:00,2,Yellow,2025,1,FP3
0 days 00:01:09.797000,1,AllClear,2025,1,FP3
0 days 00:13:36.030000,2,Yellow,2025,1,FP3
0 days 00:13:50.180000,5,Red,2025,1,FP3
0 days 00:20:53.739000,1,AllClear,2025,1,FP3
0 days 01:05:01.402000,2,Yellow,2025,1,FP3
0 days 01:05:03.524000,1,AllClear,2025,1,FP3
0 days 00:00:00,2,Yellow,2025,3,FP3
0 days 00:02:27.392000,1,AllClear,2025,3,FP3
0 days 00:21:18.058000,5,Red,2025,3,FP3
0 days 00:27:58.235000,1,AllClear,2025,3,FP3
0 days 01:08:28.848000,5,Red,2025,3,FP3
0 days 00:00:00,1,AllClear,2025,4,FP3
0 days 00:43:49.206000,2,Yellow,2025,4,FP3
0 days 00:44:08.259000,6,VSCDeployed,2025,4,FP3
0 days 00:46:02.485000,7,VSCEnding,2025,4,FP3
0 days 00:46:15.736000,1,AllClear,2025,4,FP3
0 days 00:57:09.192000,2,Yellow,2025,4,FP3
0 days 00:57:23.583000,1,AllClear,2025,4,FP3
0 days 01:20:26.792000,2,Yellow,2025,4,FP3
0 days 00:00:00,2,Yellow,2025,5,FP3
0 days 00:09:40.582000,1,AllClear,2025,5,FP3
0 days 01:05:12.376000,2,Yellow,2025,5,FP3
0 days 01:05:15.380000,1,AllClear,2025,5,FP3
