X,Y,Number,Letter,Angle,Distance,RACEYEAR,RACENUMBER,SESSIONTYPE
10423.83331142524,-365.12324260597416,15,,-150.4254968779324,3409.221571678206,2022,5,R
10488.330955116391,520.3380238835039,16,,26.564442806433156,3492.981880825001,2022,5,R
-2590.1974394339068,924.3686299701099,17,,-197.70238483941122,4823.264688340631,2022,5,R
-1584.2044787404711,167.169604298188,18,,-93.53368255106844,4945.498377491321,2022,5,R
428.83100056233343,623.5196314303143,19,,-94.33128150175669,5176.45794942175,2022,5,R
-3728.05029296875,-7258.6728515625,1,,-73.41794043891761,817.8063994180044,2022,6,R
-4538.2138671875,-7090.6689453125,2,,82.42771278043853,902.2764113670305,2022,6,R
-6846.68701171875,-7532.82373046875,3,,-123.521561320095,1147.6436089688987,2022,6,R
-5053.705078125,-3172.251708984375,4,,61.7467050277611,1710.67875420974,2022,6,R
-5760.50341796875,-6343.96533203125,5,,-151.46745625270339,2089.853549954136,2022,6,R
-3511.338623046875,-5588.65185546875,6,,-48.17945942707677,2359.4176336198816,2022,6,R
-2657.036865234375,-4195.921875,7,,14.858653035638675,2521.7484328013056,2022,6,R
-3287.30078125,-3536.36962890625,8,,-147.35402042528645,2616.0239803035106,2022,6,R
-3938.748046875,-911.7788696289062,9,,155.82114780117408,2884.459524621695,2022,6,R
869.1649169921875,1933.093017578125,10,,13.736824281288472,3456.5697467836094,2022,6,R
-326.2638854980469,2196.596435546875,11,,-62.89936367674076,3601.7652592556583,2022,6,R
-1556.8873291015625,2107.8310546875,12,,-152.42054014080594,3736.4592529917254,2022,6,R
-170.4140625,3724.0,13,,89.88820261257484,3986.5602526124326,2022,6,R
883.0264892578125,3076.24169921875,14,,-89.01324193526675,4111.439165349546,2022,6,R
1272.7481689453125,3302.875244140625,15,,87.94871304181052,4155.422592477036,2022,6,R
2294.98974609375,2150.14013671875,16,,1.037018361443222,4320.358327111049,2022,6,R
-7381.10693359375,-4719.94921875,1,,140.3846313043515,193.51126251847543,2022,7,R
-3634.549072265625,-3769.346435546875,2,,103.01511724015117,571.8161196629876,2022,7,R
-2275.6494140625,-3071.90087890625,3,,168.94984234500842,739.852082994223,2022,7,R
-2745.11328125,-1956.1094970703125,4,,-174.39625672702851,869.0522527650145,2022,7,R
-1422.224853515625,-197.89369201660156,5,,76.19105663205922,1095.6446831582311,2022,7,R
-797.2467651367188,-1127.089111328125,6,,-85.86275308686861,1212.259752796305,2022,7,R
-1016.8847045898438,-477.5965576171875,7,,-14.461416055118015,1294.3446779912106,2022,7,R
-271.22930908203125,-251.0789794921875,8,,44.79949514192601,1382.7825459845176,2022,7,R
-1126.0921630859375,-3321.8916015625,9,,125.0997533777758,1715.6702959264328,2022,7,R
-4159.9892578125,-4441.59521484375,10,,144.84561051048868,2044.5643848090454,2022,7,R
-4579.203125,-4621.61669921875,11,,-103.72939595631462,2093.9736600815604,2022,7,R
-6814.4267578125,-4914.705078125,12,,-54.9625873658003,2323.9154132838194,2022,7,R
-7167.99951171875,-6327.60107421875,13,,-155.76249696113177,2478.3919000666374,2022,7,R
-6992.05419921875,-6563.8642578125,14,,21.944069983276485,2503.2527092228443,2022,7,R
-6752.3818359375,-7870.388671875,15,,-10.762562523217996,2649.9364503127726,2022,7,R
-6875.2265625,-8042.5830078125,16,,153.79114079774385,2659.670193002758,2022,7,R
-6723.556640625,-8744.119140625,17,,27.71185341167223,2744.167623641934,2022,7,R
-5928.0,-9572.421875,18,,-7.508149364344431,2855.160134827139,2022,7,R
-6718.7294921875,-9704.8701171875,19,,-137.085449208191,2942.735310159747,2022,7,R
3689.0374001567743,631.3189725875945,1,,-24.903645119677286,292.96340057634086,2022,8,R
2384.0669137610676,3686.0714516243042,2,,77.31677056705472,633.3266888864772,2022,8,R
-5565.825567829175,374.2425523226766,3,,145.17933231096453,1495.9008604253975,2022,8,R
-4862.6651767420935,-1723.1620080668729,4,,-26.596082318859345,1723.089935049478,2022,8,R
-7728.697050002749,-3377.074091094411,5,,-199.97457302181692,2057.3059959334664,2022,8,R
-7617.318818496836,-3926.026038238873,6,,-202.2750973368365,2113.647592144341,2022,8,R
-10710.063798831094,-6235.337256785684,7,,68.56357028741353,2497.5168258310737,2022,8,R
-11409.887894367614,-4438.977047761271,8,,25.432318001574835,2689.0527476564816,2022,8,R
-11606.2553499057,-4286.033173998214,9,,66.83944441448027,2714.8138643831644,2022,8,R
-11886.309274295963,-4199.07140004945,10,,81.38530281497013,2752.062769876578,2022,8,R
-12352.278964478111,-4129.880226960703,11,,-114.90392566439111,2791.4180960429517,2022,8,R
-12573.09027225614,-3645.1900160358095,12,,50.828198968469465,2852.5059417325824,2022,8,R
-16186.999703336216,-5197.330621083427,13,,138.08555118825365,3247.6645467179114,2022,8,R
-16888.82437537549,-7335.751780162162,14,,-183.8775543415825,3478.9591860674773,2022,8,R
-16846.43031172375,-9555.895632026248,15,,-154.64793221960304,3696.2291269184007,2022,8,R
-13660.610623947281,-11108.575388918323,16,,-59.75879758332747,4050.0095296016666,2022,8,R
-12714.251049135808,-9481.44133662404,17,,-36.31538752111932,4248.806277449434,2022,8,R
-11029.53380137574,-7796.23853385484,18,,-37.21067888992388,4475.9586130778835,2022,8,R
-10524.590291121332,-6346.5942106800085,19,,-31.487940217715586,4636.311922482471,2022,8,R
-8077.3100390339205,-4403.674074673621,20,,-53.634965928817174,4954.848376174033,2022,8,R
3314.213623046875,-1317.8548583984375,1,,-165.7042232224879,223.8837670046673,2022,9,R
3856.566650390625,-2073.48876953125,2,,-22.292628506519133,322.7335539486193,2022,9,R
740.00048828125,-608.991943359375,3,,-158.88211146259871,690.1624837934261,2022,9,R
746.3623046875,-42.99305725097656,4,,10.981968146091017,749.4736046736983,2022,9,R
-724.0447387695312,1618.9674072265625,5,,29.69970797495177,976.8888133356547,2022,9,R
-993.9166259765625,3790.888671875,6,,27.68189480956655,1194.1138247707695,2022,9,R
-1783.8714599609375,4016.30078125,7,,-117.80501466388415,1285.9779302091392,2022,9,R
-1785.4404296875,10539.7060546875,8,,118.5937331062827,1965.5799530252652,2022,9,R
-1140.2919921875,10976.314453125,9,,-28.30519809467008,2053.158240376592,2022,9,R
-711.50537109375,16759.564453125,10,,97.79649538436189,2645.6246649839527,2022,9,R
-374.8269958496094,15840.400390625,11,,9.36772122115067,2743.695591904003,2022,9,R
975.87255859375,12421.1728515625,12,,-161.17004277640703,3114.4231943969417,2022,9,R
2586.933349609375,5440.8330078125,13,,-21.168127295710576,3828.1908890505188,2022,9,R
2435.436279296875,5153.82958984375,14,,157.077799192522,3863.21595566923,2022,9,R
1192.50830078125,4503.826171875,1,,98.4899241531774,457.767868149145,2022,10,R
2770.315185546875,4462.89208984375,2,,-78.03462987143243,611.9670412023148,2022,10,R
4845.322265625,5895.13037109375,3,,98.2555451956151,862.8399581205538,2022,10,R
5802.7041015625,4733.5244140625,4,,-75.86392528573197,1033.456718550711,2022,10,R
6232.291015625,6458.9794921875,5,,19.10473024407218,1211.2989212924958,2022,10,R
631.385986328125,10910.232421875,6,,108.3056633014727,1939.3837211672835,2022,10,R
-566.2516479492188,9540.3837890625,7,,-130.008186597324,2178.4223785051363,2022,10,R
761.3385620117188,12361.55859375,8,,122.63389803912163,2523.9978701451264,2022,10,R
5893.8935546875,12947.2099609375,9,,59.40549721836916,3041.700288963408,2022,10,R
7295.830078125,7780.4658203125,10,,-159.3327248044901,3571.9035808944163,2022,10,R
7534.9931640625,6906.171875,11,,-0.7521081230510966,3687.0010953061824,2022,10,R
7336.6962890625,5474.73486328125,12,,6.130680887505708,3823.19563035758,2022,10,R
7776.478515625,4163.52197265625,13,,-11.177492704699338,3959.671275528016,2022,10,R
6806.81005859375,3146.68896484375,14,,131.62596056517813,4115.878956773938,2022,10,R
2398.9521484375,-4099.2412109375,15,,-81.47941394640335,4968.749419603107,2022,10,R
-620.4287109375,-993.7661743164062,16,,61.329159623640706,5421.269123899696,2022,10,R
-1438.0526123046875,-1146.76318359375,17,,-79.86563689483886,5511.386061968319,2022,10,R
-2309.334228515625,-105.71966552734375,18,,-178.56504718884855,5661.231438413041,2022,10,R
-3063.95654296875,-2208.505859375,1,,-115.77962454723948,437.2892562953961,2022,11,R
-6314.69482421875,3218.050048828125,2,,32.816311235060375,1064.0483102888845,2022,11,R
-8209.9208984375,5460.17724609375,3,,147.53856789297933,1364.1697709553687,2022,11,R
-266.37420654296875,4694.2724609375,4,,16.276140875442245,2177.7091516551236,2022,11,R
-1473.040283203125,3462.345947265625,5,,-75.64882051123584,2343.7447679161696,2022,11,R
-4632.14404296875,3322.6875,6,,-39.52498788143804,2689.3165902633227,2022,11,R
-3272.00830078125,853.0664672851562,7,,96.4938007769575,3014.276620424432,2022,11,R
-1618.7939453125,1948.8214111328125,8,,108.03501663007374,3216.829808603348,2022,11,R
3669.864501953125,1852.27734375,9,,51.29113873108554,3748.395391735126,2022,11,R
4201.1748046875,85.38370513916016,10,,-9.155093979430859,3929.514398712775,2022,11,R
-3875.8803543388667,940.6145863310726,1,,-280.2691487211374,426.7303746280036,2022,12,R
-4778.445772562185,583.518104034581,2,,-71.78399797526572,521.783199654158,2022,12,R
-9698.041544087078,3189.495312516554,3,,-153.80095141909044,1093.7140856921383,2022,12,R
-10002.888943180831,4069.2347593156182,4,,-127.03853891311576,1197.21200943675,2022,12,R
-11038.434876845022,4230.068337320626,5,,-152.22678664140744,1304.7298005547202,2022,12,R
-10514.404116569563,5273.321606103762,6,,-263.45067909448903,1429.6716101179163,2022,12,R
-8997.205444523974,3871.434971207833,7,,-316.8442623710048,1655.7225730720293,2022,12,R
1168.4274280279105,406.52868079089194,8,,-81.93951750033295,2740.877412619246,2022,12,R
1890.657110499762,721.7382679339134,9,,-278.936077686447,2823.35416896482,2022,12,R
9433.774740424826,-2630.987220051376,10,,-317.8506593716701,3653.122666601951,2022,12,R
8822.546802013514,-6915.538493025753,11,,-96.95634507564199,4180.680896163565,2022,12,R
8770.438108508657,-3480.0457782046815,12,,-266.506140097768,4613.672298719263,2022,12,R
6740.8455871033475,-3937.257768462207,13,,-91.0705072214887,4822.943436088288,2022,12,R
4513.234731927232,-2980.1445102808757,14,,-263.0606216687262,5092.537142778786,2022,12,R
3797.2158169349395,-4305.922816127109,15,,-65.17839504960773,5250.776569141667,2022,12,R
-6033.7314453125,4029.2685546875,1,,146.52177108363696,630.4746346349962,2022,13,R
-4288.64501953125,3778.159912109375,1,A,60.47100123888616,821.9517819287278,2022,13,R
-1739.7655029296875,2279.862060546875,2,,-50.33326808579322,1136.5646907452308,2022,13,R
-2081.064208984375,3944.518310546875,3,,5.32648440746904,1308.8003878241593,2022,13,R
137.27439880371094,8089.453125,4,,158.73003851084664,1792.8651929499572,2022,13,R
-20.38125991821289,10382.619140625,5,,-45.15991642801586,2025.2986885010353,2022,13,R
2399.324462890625,8671.92578125,6,,-6.843936823489347,2360.6374197715363,2022,13,R
2251.829833984375,8271.9306640625,7,,171.75480558986533,2405.170553343392,2022,13,R
2747.3857421875,6726.5771484375,8,,-132.68783680755217,2567.5290113675183,2022,13,R
3969.8935546875,6201.38525390625,9,,31.117516949595743,2708.873044288979,2022,13,R
3859.828125,4303.83642578125,10,,-166.6926884163716,2912.421175382509,2022,13,R
4508.7236328125,2507.1708984375,11,,-16.988076264862677,3097.185527311988,2022,13,R
1823.3304443359375,-301.9350891113281,12,,-88.47262054946576,3489.1065420475866,2022,13,R
917.1895751953125,547.991455078125,12,A,42.29777285333536,3615.5235951989584,2022,13,R
-202.31922912597656,920.361572265625,13,,146.5172487406101,3754.612485408372,2022,13,R
828.6363525390625,-1344.8851318359375,14,,-50.073920456133536,4049.066646633001,2022,13,R
-2268.255615234375,4480.01220703125,1,,145.68175941520641,372.20004918133475,2022,14,R
2999.999267578125,504.4121398925781,2,,-118.1437971997148,1063.1795127321673,2022,14,R
3817.088134765625,-223.75808715820312,3,,21.623120750256426,1162.2785951092292,2022,14,R
4054.815185546875,-1175.5828857421875,4,,-159.37230591855115,1232.9115130630598,2022,14,R
8288.3798828125,-11558.162109375,5,,-19.044517633774447,2379.850436356097,2022,14,R
7822.23583984375,-12185.4541015625,6,,162.88664031411616,2458.6164594536717,2022,14,R
7960.5205078125,-13774.4111328125,7,,153.5589625319835,2632.4648986502057,2022,14,R
4795.484375,-15569.1689453125,8,,-147.87551693169823,3018.952947527179,2022,14,R
6124.01416015625,-13828.8994140625,9,,172.22776136494474,3268.080323603976,2022,14,R
4679.7138671875,-8919.283203125,10,,40.95163822007065,3783.7375520743444,2022,14,R
2442.751220703125,-8984.7734375,11,,-46.08229755088073,4019.5187240203063,2022,14,R
765.8057861328125,-12791.740234375,12,,-49.676165997109315,4438.28712333784,2022,14,R
-711.81396484375,-12662.1513671875,13,,102.89657229563842,4604.158734129601,2022,14,R
-2527.06591796875,-14855.037109375,14,,-69.16199272690382,4888.878314686779,2022,14,R
-4336.47314453125,-13437.90234375,15,,-173.38859911250455,5137.208291376089,2022,14,R
370.2557678222656,-8378.4921875,16,,142.6697670739105,5859.965601819498,2022,14,R
1346.130126953125,-5851.3837890625,17,,2.717271720601312,6138.608368978419,2022,14,R
24.782848358154297,-701.6300048828125,18,,157.75138809208076,6666.710848493662,2022,14,R
549.4779052734375,-386.9144592285156,19,,-14.515880956568681,6729.972733126679,2022,14,R
2045.2357177734375,6685.8916015625,1,,66.66521149736246,349.0772238456105,2022,15,R
1769.6058349609375,3831.817626953125,2,,-18.440573067287406,653.2376634457686,2022,15,R
733.6047973632812,2809.591552734375,3,,29.283872373939637,821.5865839612192,2022,15,R
2716.9189453125,3031.772216796875,4,,-86.77139363570106,1041.471873805961,2022,15,R
4555.51513671875,2861.585693359375,5,,95.34956286211948,1242.2275683533442,2022,15,R
6001.01171875,3518.558349609375,6,,-70.12544359743099,1403.109409397912,2022,15,R
8671.6748046875,2879.995361328125,7,,-165.84312436013732,1700.5647372546186,2022,15,R
7340.24365234375,117.99333190917969,8,,108.73626160403413,2015.7840019526484,2022,15,R
5498.07763671875,848.86279296875,9,,-1.4836214508567382,2226.3357666750717,2022,15,R
7457.498046875,2120.50927734375,10,,-167.37565645128126,2497.3522602704343,2022,15,R
2016.62158203125,1550.578857421875,11,,79.03280221304747,3072.872913127867,2022,15,R
1264.3878173828125,1672.33203125,12,,-38.19603534570552,3157.875708862701,2022,15,R
1540.923828125,-1313.8089599609375,13,,150.03500571783175,3463.990315011186,2022,15,R
-881.4706420898438,-828.2156372070312,14,,30.844208408407265,3754.3606243581694,2022,15,R
-569.5805053710938,8153.724609375,1,,153.78733177568182,885.4096019744884,2022,16,R
-146.75457763671875,8474.9814453125,2,,-13.83584308210785,941.4210330566725,2022,16,R
611.6001586914062,13310.6201171875,3,,133.0285175221899,1446.9896304454794,2022,16,R
6808.6552734375,14630.75390625,4,,-54.042256120811224,2114.6720415138257,2022,16,R
7130.8720703125,15023.123046875,5,,121.75285797812727,2165.612240082666,2022,16,R
10554.8564453125,15713.8046875,6,,54.6416550196045,2530.501688667654,2022,16,R
10972.642578125,12648.357421875,7,,-29.053283096610013,2835.490659810557,2022,16,R
2562.920166015625,6171.0234375,8,,163.07286056163184,3915.2178800263696,2022,16,R
2478.04150390625,5270.56201171875,9,,-21.066696185852937,3999.219568647714,2022,16,R
1890.1082763671875,4451.185546875,10,,152.54444074214535,4114.026627843597,2022,16,R
-55.33073425292969,-5800.1669921875,11,,-95.85285360901966,5183.416647099648,2022,16,R
431.13265185736964,3476.576339145755,1,,40.09899112559812,401.1023886539405,2022,17,R
-195.2140342729199,3722.2068354357343,2,,-116.33812114496007,468.6408474278269,2022,17,R
-779.7542602987305,4085.8999696922547,3,,108.31812608238168,538.1047212526819,2022,17,R
-1000.248495084903,2762.5658073638174,4,,-159.82584190332562,691.8339513472462,2022,17,R
-704.2751363886564,290.4987435530211,5,,-56.17507239255018,960.4989808084283,2022,17,R
-4914.428676444357,446.07877429337077,6,,-99.40534019082725,1383.0628118703437,2022,17,R
-8210.484031585085,2141.91893694609,7,,84.28802927725171,1760.8282201814634,2022,17,R
-9608.455015003696,545.2344521818222,8,,-137.55488367522997,1987.7198548015451,2022,17,R
-11035.325462710984,1643.4830602634265,9,,-77.17835340212868,2180.852751278291,2022,17,R
-13197.999977462843,-1883.9884365433581,10,,-182.9285608765443,2596.0867154530274,2022,17,R
-12225.258327405409,-3008.9788169688827,11,,21.97298112607431,2751.9535812278823,2022,17,R
-11972.752928264084,-3759.2471044775466,12,,-133.1642603505898,2844.161502905134,2022,17,R
-10795.164153894957,-4903.60650770113,13,,-96.04299005964127,3009.125433343161,2022,17,R
-9087.216472295006,75.60817055162295,14,,273.56261626114366,3566.060368371501,2022,17,R
-7370.032739596296,-1290.3335741899066,15,,247.80392755981828,3790.6841288099235,2022,17,R
-2544.27408282517,-1747.779915053758,16,,41.59452534061187,4388.137274165743,2022,17,R
-2205.492524818259,-2401.4104525295033,17,,48.421856283785445,4460.962920938132,2022,17,R
386.8427724646517,-2657.5894968940347,18,,99.54974113843991,4730.392361938419,2022,17,R
1136.5661843074995,-1839.636021516253,19,,-14.64865962944613,4860.878429576401,2022,17,R
5954.5959774740895,-6043.797284217995,1,,-359.8591867320418,671.0524070049131,2022,18,R
5411.746104880109,-6985.870032582339,2,,-81.20528371107957,836.2700349079872,2022,18,R
3770.348047981657,-5370.929540536406,3,,-131.30409040377555,1096.7781616249572,2022,18,R
2554.6165880721856,-4969.478669439493,4,,-304.3435640806432,1233.3198310692978,2022,18,R
1863.1226597549849,-3634.6854876662646,5,,-131.39838896954797,1384.3585166589987,2022,18,R
343.85712481205337,-3137.3369407498194,6,,-311.87967969172064,1557.4434219317964,2022,18,R
-615.7460759855876,-519.8197239235956,7,,-106.45904451685772,1878.4061161515458,2022,18,R
-3936.654450370991,-2323.145349123679,8,,-57.88888817950351,2245.2054503413356,2022,18,R
-5453.049411891635,-2538.2158787028984,9,,-110.43184351822356,2451.392649930752,2022,18,R
-6229.209841459328,449.90897792871783,10,,-1.787031420163089,2760.9869642058316,2022,18,R
-5964.645827643905,1876.7427270592411,11,,-126.42301288127982,2902.173940686533,2022,18,R
-7552.525447521042,119.00061323765294,12,,-237.2773642687454,3136.7097628462207,2022,18,R
-12335.806432804478,3018.43343123628,13,,-125.951757458712,3801.4118047752995,2022,18,R
-13731.830146348011,2733.4255815621927,14,,-201.69464756438072,3921.1355643525367,2022,18,R
-4974.205292741207,-1679.8087305899478,15,,-254.71239024835026,4976.005173669967,2022,18,R
-1819.3270665623027,517.5898076307235,16,,-293.9250164332062,5359.440174004548,2022,18,R
-1184.012752766967,429.7002676291654,17,,-50.27039270732172,5463.057385409906,2022,18,R
332.7065004009637,616.534453144171,18,,-291.6062103228687,5585.804586182765,2022,18,R
3743.505950560483,-4013.3678672920078,1,,-44.65195695742783,631.6177497108683,2022,19,R
3414.022004158147,-1696.4977152979786,2,,-200.3469641110752,888.1047952228721,2022,19,R
5395.315371904974,-54.73041858963802,3,,-43.71563655008453,1143.473800518668,2022,19,R
5846.153185134,682.4340137004386,4,,141.14534006324735,1237.8614950779277,2022,19,R
6609.267124870705,1281.73631572348,5,,-30.322413912880773,1331.120419530539,2022,19,R
7165.299058163059,2448.096460587591,6,,129.91658034908926,1465.4645123406601,2022,19,R
9287.59816520198,2343.861924048018,7,,-75.27417115433745,1698.5699713819363,2022,19,R
10475.25965605229,3267.2329941228463,8,,94.00044337982348,1846.4623649831215,2022,19,R
11266.63987279964,2843.723967841445,9,,-109.78937699733613,1946.4749025257167,2022,19,R
13265.495253457295,3339.9514603285365,10,,-57.57904768880108,2149.292388795276,2022,19,R
15557.826820202115,6316.789651088751,11,,32.93557808140348,2529.7798206078787,2022,19,R
