X,Y,Number,Letter,Angle,Distance,RACEYEAR,RACENUMBER,SESSIONTYPE
4025.1148393632216,3996.419189060194,12,,-215.09380810399114,3722.361034556769,2022,19,R
4941.5833838497,2058.1670910820194,13,,-35.26644068702872,3960.8509101150457,2022,19,R
4279.206066924415,2035.9921472841122,14,,-125.80171331872026,4033.7553870135284,2022,19,R
2856.971820674472,3037.7723595471184,15,,-205.71642813601727,4231.459988149674,2022,19,R
3693.059720660606,1427.1712545632547,16,,-166.36228991817734,4421.347999467386,2022,19,R
3320.2825975725164,212.0593181515851,17,,-49.84976314365157,4559.15692472773,2022,19,R
2005.0009056930412,-12.105512097587734,18,,-104.60865513920405,4700.714421889602,2022,19,R
45.34517859774405,1887.2539478629997,19,,74.12689300139989,4984.665155262286,2022,19,R
-2544.6723020443987,618.3306286295765,20,,-171.08009883185278,5289.179907076029,2022,19,R
11549.390625,-620.4165039062495,1,,26.961070822263267,1192.4608187619733,2022,20,R
11579.570556640625,-1334.7114257812495,2,,-161.45663106776647,1265.3607923268287,2022,20,R
11984.5009765625,-1769.0202636718745,3,,26.924666969078046,1322.9812967476357,2022,20,R
8811.018692016602,-7835.0654296875,4,,-166.07931388750785,2016.7668790200266,2022,20,R
9258.899475097656,-8332.6875,5,,-0.2925522266947098,2084.808140801445,2022,20,R
8180.223449707031,-9021.7958984375,6,,-109.04601548928066,2223.7251828825983,2022,20,R
8337.142669677734,-5797.26025390625,7,,25.060336529280704,2560.457851509238,2022,20,R
7521.6416015625,-5024.2841796875,8,,-141.61977719510452,2667.881680477385,2022,20,R
7078.6907958984375,-4423.57568359375,9,,50.280962176467256,2732.689842577041,2022,20,R
5329.669921875,-3929.69140625,10,,-128.91348209261224,2932.4422243545177,2022,20,R
4822.8515625,-3047.8134765625,11,,34.93331843558475,3036.1903962862266,2022,20,R
-443.9345703125,-1580.6708984375005,12,,-135.537659071418,3592.0306700216597,2022,20,R
-791.74609375,76.99999999999955,13,,78.13896702277137,3764.6821459627827,2022,20,R
-1373.6669921875,-167.83337402343795,14,,-83.4928059806544,3829.0635991059794,2022,20,R
-1809.1650390625,-107.8207397460942,15,,81.51269427768005,3871.7126324194246,2022,20,R
-2390.3896484375,97.9679565429683,16,,-157.50555604044234,3931.7949773521245,2022,20,R
-1892.0537109375,1095.2366485595703,17,,-241.96179963456407,4051.797869358875,2022,20,R
-2393.436279296875,-8518.955078125,1,,-87.79175741763308,378.3038109487901,2022,21,R
-1548.525146484375,-8083.34912109375,2,,-94.1689759560868,565.0350122042474,2022,21,R
225.64907836914062,-8132.4267578125,3,,-58.64512614629921,607.7239592201313,2022,21,R
2323.666015625,-1064.5079345703125,4,,30.204598325065245,1114.035148757944,2022,21,R
821.3036499023438,-714.7282104492188,5,,101.23021811722906,1114.035148757944,2022,21,R
-2024.5311279296875,-3964.448486328125,6,,-63.591039489545885,470.7488484387742,2022,21,R
-3261.28466796875,-3714.666015625,7,,38.70287788765292,187.47008706014444,2022,21,R
-3523.720703125,-2188.38525390625,8,,148.83843695055168,17.771232837522863,2022,21,R
-2383.04833984375,-2240.02099609375,9,,-54.666533570246095,2032.8729472967914,2022,21,R
-3075.818115234375,258.4669189453125,10,,118.47024660701335,2413.223742342907,2022,21,R
-1368.5802001953125,-706.1390991210938,11,,93.56740821839766,1934.8528650914704,2022,21,R
140.72178649902344,1484.997314453125,12,,-146.1850849034437,1647.7447798447165,2022,21,R
-871.7373657226562,1881.447021484375,13,,86.7865108166282,1693.9668415570561,2022,21,R
-3189.6416015625,938.1722412109375,14,,142.05075362970024,2399.8808788516635,2022,21,R
-4130.12744140625,-2877.100830078125,15,,1.0861553243590512,68.71023381858392,2022,21,R
4294.859375,2690.7177734375,1,,-35.34059995597422,376.8580254738871,2022,22,R
3848.351318359375,4987.57080078125,2,,42.198163677223626,630.336661066589,2022,22,R
2206.551025390625,6155.1201171875,3,,-163.16933202306825,823.2232066145111,2022,22,R
2378.65625,8052.80517578125,4,,-8.298533240027417,1029.1478119108374,2022,22,R
1839.3582763671875,11771.70703125,5,,84.3268470749317,1418.7910123886415,2022,22,R
-2150.159423828125,655.3110961914062,6,,-148.9880374353488,2606.990736704784,2022,22,R
-1583.4920654296875,587.163330078125,7,,46.32093034464459,2666.8236160706,2022,22,R
-823.9918823242188,-1256.985107421875,8,,-144.58842947351582,2870.286021497018,2022,22,R
5774.8056640625,-4917.8369140625,9,,-21.95820525980746,3679.597938863866,2022,22,R
3125.7744140625,-3602.140380859375,10,,82.8907618378775,4006.966778533817,2022,22,R
1799.5865478515625,-2781.958251953125,11,,34.85988973910911,4178.656681641201,2022,22,R
1634.6038818359375,-1529.775146484375,12,,149.6450958742448,4300.097758584921,2022,22,R
2619.7744140625,-1222.7818603515625,13,,-41.8112415231557,4412.457071507332,2022,22,R
2523.817138671875,-131.88153076171875,14,,54.746030923061184,4529.115868878382,2022,22,R
-79.35454559326172,-206.44224548339844,15,,-112.58216166384628,4803.851701726435,2022,22,R
-1076.555908203125,1716.3370361328125,16,,-23.292456563401426,5025.901648205789,2022,22,R
42.40593929993702,8329.202564224179,1,,-246.61531114606282,716.5888727487371,2023,1,R
820.7816212551479,7879.043840540197,2,,-101.17746928558444,818.8257124847664,2023,1,R
1912.969997301606,8065.44216673751,3,,-261.39456176357044,941.358204860535,2023,1,R
7487.745292571566,6790.71071569364,4,,-349.5990658655476,1511.62217280392,2023,1,R
5820.228442599813,4860.740936217904,5,,-211.50159707799352,1792.5466916781033,2023,1,R
5180.404120509692,4214.598861214608,6,,-76.37444237537011,1885.2969357158938,2023,1,R
4276.202937249183,4156.240630824386,7,,-258.95337199513926,1979.799985552086,2023,1,R
2490.099010685538,2458.6003965290042,8,,-114.65430945303928,2237.3169826161657,2023,1,R
2711.1552878922835,5950.242339493996,9,,-344.90795562972295,2603.0304500931356,2023,1,R
2100.132715648695,6613.999850943207,10,,-270.0220000651102,2696.3662057845327,2023,1,R
2120.9852205176358,-663.9950720811103,11,,-100.99967138579512,3471.524585735201,2023,1,R
4981.251161545602,1603.7476220625608,12,,-272.81282353019,3880.426358244186,2023,1,R
6665.934072283377,449.2756371061455,13,,-358.727848261899,4089.40217398796,2023,1,R
-145.4124578081196,-3472.8085483980503,14,,-110.52153187970453,4894.608743154008,2023,1,R
-552.8126057447134,-2803.66625094119,15,,-169.0619991685993,4974.748082844805,2023,1,R
-2908.523056214108,4757.490498091253,1,,69.13662878898232,491.74737103357285,2023,2,R
-3463.1717202600994,4834.551790013647,2,,40.81141650006943,542.2572374040753,2023,2,R
-3333.3247695142136,6205.801601139092,3,,-3.557132416786196,693.7091618362267,2023,2,R
-3726.8753781951586,9192.730296885,4,,47.148851941157076,995.3713704514864,2023,2,R
-4503.338061486339,9863.121848255349,5,,22.80346716811735,1101.7569784068721,2023,2,R
-4285.277170059697,11311.588157372298,6,,-17.739135074836348,1268.4453384158383,2023,2,R
-4405.375789032021,12447.507360095766,7,,22.025440260194003,1382.5183018796265,2023,2,R
-4926.6524289887675,12948.264921924423,8,,28.39364193520494,1453.7755142780727,2023,2,R
-4851.685765788991,14451.23927618633,9,,141.24659981410446,1597.9545703131864,2023,2,R
-4049.885091566999,15075.214007695733,10,,-33.91941351687294,1703.6771455505625,2023,2,R
-3793.6155931845055,16049.942225670482,11,,-14.63405531867106,1771.1893750592612,2023,2,R
-3573.7348764062713,16904.96513044109,12,,-9.142795149235376,1898.4135463868886,2023,2,R
-4317.586218963094,21791.136106267713,13,,102.44055797680988,2420.4015682346953,2023,2,R
-4128.693808130403,18964.562668757066,14,,-173.05277545528216,2741.2469170015697,2023,2,R
-4524.771575373783,16996.49388114333,15,,-204.52800951234912,2949.6276124534115,2023,2,R
-4900.2146767086415,15776.132943023345,16,,140.97019409517907,3070.5821188545497,2023,2,R
-5687.898927810389,15233.132054777167,17,,-210.22979994929267,3178.7437679431214,2023,2,R
-5575.506518373531,13034.768132909623,18,,-160.33138124745375,3399.549805894588,2023,2,R
-4995.647738092284,11155.10295548154,19,,-175.76376667524812,3603.6649159186027,2023,2,R
-4663.182729865367,9118.43162273858,20,,-156.8365303890967,3797.484822097317,2023,2,R
-3883.815484557315,7285.573383855088,21,,-171.2512867068793,4004.1221251394177,2023,2,R
-3912.876567276061,4866.397794696875,22,,-168.83778606792842,4243.948064903356,2023,2,R
-3409.812556762191,4155.133314899098,23,,-134.08095044212348,4337.624828630015,2023,2,R
-3104.1254266500055,2806.184304442164,24,,-188.77163719765326,4488.397728855731,2023,2,R
-4073.934794761703,93.77447360417227,25,,-183.33071234860574,4781.769528703697,2023,2,R
-3097.992407379881,-3343.273850025347,26,,-144.71499434218612,5127.172264030356,2023,2,R
-126.0020350712939,-5554.263009208047,27,,-50.14775596432159,5519.609742379037,2023,2,R
-3650.594482421875,1193.7841796875,1,,-176.6327301808908,358.19027487793835,2023,3,R
-3555.05322265625,1992.750244140625,2,,-1.517006670514226,443.04634700229207,2023,3,R
-7194.97021484375,7101.9423828125,3,,162.2583145895855,1084.47021307164,2023,3,R
-5878.734375,7709.86474609375,4,,-23.426262936440693,1236.0178143130777,2023,3,R
-5870.66259765625,9676.8056640625,5,,159.21595924901473,1436.6786531950102,2023,3,R
-2280.641357421875,11861.5595703125,6,,96.73626629832673,1855.118689374984,2023,3,R
-1296.3824462890625,11398.0087890625,7,,-104.06590313985107,1954.0620482915201,2023,3,R
502.41253662109375,10576.3115234375,8,,39.145641733921856,2156.7624072598196,2023,3,R
2838.84375,798.9598388671875,9,,-101.19733361565356,3262.1147791303415,2023,3,R
3973.896484375,855.0198974609375,10,,73.47677062265704,3371.464532880163,2023,3,R
7489.130859375,-4851.34521484375,11,,-15.779635368175516,4082.2145907146923,2023,3,R
5020.2177734375,-5538.8876953125,12,,-106.08289509535402,4345.506752615909,2023,3,R
3587.2265625,-3634.0,13,,89.83929687485767,4584.766788718544,2023,3,R
2300.2841796875,-4454.0234375,14,,-97.4032457365232,4745.967779712602,2023,3,R
3689.0374001567743,631.3189725875945,1,,-24.903645119677286,298.061670505696,2023,4,R
2384.0669137610676,3686.0714516243042,2,,77.31677056705472,635.439556454657,2023,4,R
-5565.825567829175,374.2425523226766,3,,145.17933231096453,1501.8950680345008,2023,4,R
-4862.6651767420935,-1723.1620080668729,4,,-26.596082318859345,1722.1618542625572,2023,4,R
-7728.697050002749,-3377.074091094411,5,,-199.97457302181692,2066.412425541294,2023,4,R
-7617.318818496836,-3926.026038238873,6,,-202.2750973368365,2124.307610877602,2023,4,R
-10710.063798831094,-6235.337256785684,7,,68.56357028741353,2506.128640631386,2023,4,R
-11409.887894367614,-4438.977047761271,8,,25.432318001574835,2704.114521553525,2023,4,R
-11606.2553499057,-4286.033173998214,9,,66.83944441448027,2726.9438137117813,2023,4,R
-11886.309274295963,-4199.07140004945,10,,81.38530281497013,2760.203919180564,2023,4,R
-12352.278964478111,-4129.880226960703,11,,-114.90392566439111,2805.871250087076,2023,4,R
-12573.09027225614,-3645.1900160358095,12,,50.828198968469465,2862.172631220899,2023,4,R
-16186.999703336216,-5197.330621083427,13,,138.08555118825365,3262.5619586581215,2023,4,R
-16888.82437537549,-7335.751780162162,14,,-183.8775543415825,3489.590363178467,2023,4,R
-16846.43031172375,-9555.895632026248,15,,-154.64793221960304,3705.3432391321403,2023,4,R
-13660.610623947281,-11108.575388918323,16,,-59.75879758332747,4062.02999752313,2023,4,R
-12714.251049135808,-9481.44133662404,17,,-36.31538752111932,4260.2570660353695,2023,4,R
-11029.53380137574,-7796.23853385484,18,,-37.21067888992388,4480.495972808671,2023,4,R
-10524.590291121332,-6346.5942106800085,19,,-31.487940217715586,4636.225947584046,2023,4,R
-8077.3100390339205,-4403.674074673621,20,,-53.634965928817174,4964.896055507792,2023,4,R
5000.369793483242,-1839.8522404781493,1,,13.105267748793366,371.44736031870707,2023,5,R
4462.642212325851,-2689.7583956578064,2,,-204.28272131554675,477.43202534855743,2023,5,R
4309.500670688195,-3575.67295168473,3,,-26.05420127632257,562.8999923831282,2023,5,R
-676.0693652512309,-2600.6091257160274,4,,98.59121328981095,1130.8875770710483,2023,5,R
-1907.3326955178982,-3176.9562439254723,5,,-88.84133007407493,1269.824955927545,2023,5,R
-3137.5593907383045,-2430.703374495633,6,,76.7596891131636,1401.0767742315861,2023,5,R
-4269.134881984064,-3061.383489615324,7,,-206.14602841635806,1547.6549362532471,2023,5,R
-4102.85861495594,-3929.779531894037,8,,-103.47547732876453,1648.1994697587618,2023,5,R
1099.937315405985,-4144.409317682837,9,,-103.85433294911317,2164.2870099574607,2023,5,R
3806.3527998616332,-4793.668301112775,10,,-89.35439995404974,2456.7211921670782,2023,5,R
9665.021110379748,-2550.919180644675,11,,-14.93577695515648,3092.614253640377,2023,5,R
9121.664811212708,-1632.476629886879,12,,-190.68247210100918,3206.8768760556777,2023,5,R
10178.349780215427,-1114.2869760280732,13,,-65.47564941450844,3332.7753707825564,2023,5,R
10550.674337648416,-506.2839966977317,14,,12.80443445178615,3413.733599583706,2023,5,R
10423.83331142524,-365.12324260597416,15,,-150.4254968779324,3435.39372304876,2023,5,R
10488.330955116391,520.3380238835039,16,,26.564442806433156,3528.251238890314,2023,5,R
-2590.1974394339068,924.3686299701099,17,,-197.70238483941122,4831.722537828994,2023,5,R
-1584.2044787404711,167.169604298188,18,,-93.53368255106844,4977.8132588484905,2023,5,R
428.83100056233343,623.5196314303143,19,,-94.33128150175669,5192.035380644739,2023,5,R
-7381.10693359375,-4719.94921875,1,,140.3846313043515,187.4871675248309,2023,6,R
-3634.549072265625,-3769.346435546875,2,,103.01511724015117,588.0519171861853,2023,6,R
-2275.6494140625,-3071.90087890625,3,,168.94984234500842,746.1027795584365,2023,6,R
-2745.11328125,-1956.1094970703125,4,,-174.39625672702851,873.2820833271292,2023,6,R
-1422.224853515625,-197.89369201660156,5,,76.19105663205922,1097.255050480342,2023,6,R
-797.2467651367188,-1127.089111328125,6,,-85.86275308686861,1216.503338129712,2023,6,R
-1016.8847045898438,-477.5965576171875,7,,-14.461416055118015,1296.2523465230959,2023,6,R
-271.22930908203125,-251.0789794921875,8,,44.79949514192601,1389.29227489624,2023,6,R
-1126.0921630859375,-3321.8916015625,9,,125.0997533777758,1725.728795652463,2023,6,R
-4159.9892578125,-4441.59521484375,10,,144.84561051048868,2046.4321965695292,2023,6,R
-4579.203125,-4621.61669921875,11,,-103.72939595631462,2097.0185899511907,2023,6,R
-6814.4267578125,-4914.705078125,12,,-54.9625873658003,2327.59267875906,2023,6,R
-7167.99951171875,-6327.60107421875,13,,-155.76249696113177,2494.209455554882,2023,6,R
-6992.05419921875,-6563.8642578125,14,,21.944069983276485,2508.693080782355,2023,6,R
-6752.3818359375,-7870.388671875,15,,-10.762562523217996,2636.870928279309,2023,6,R
-6875.2265625,-8042.5830078125,16,,153.79114079774385,2666.1824505014088,2023,6,R
-6723.556640625,-8744.119140625,17,,27.71185341167223,2747.243140848625,2023,6,R
-5928.0,-9572.421875,18,,-7.508149364344431,2861.729710742314,2023,6,R
-6718.7294921875,-9704.8701171875,19,,-137.085449208191,2951.1014767015868,2023,6,R
-3102.4705973153305,-6966.730800740276,1,,-68.8993899041057,821.6059626907818,2023,7,R
-3874.7583230391156,-6783.703176678725,2,,-280.50076395537997,904.8482931334844,2023,7,R
-6195.325832683519,-7289.139507704795,3,,-119.44019417308891,1158.1144341714953,2023,7,R
-4426.529400725318,-2915.92815508894,4,,-299.8502116752963,1731.6801642844061,2023,7,R
-4542.259294075855,-6165.090488463807,5,,-244.87246530888558,2173.22648267621,2023,7,R
-2919.047113239949,-5303.979987824779,6,,-49.40879337476423,2357.854735376266,2023,7,R
-2085.696726119249,-3887.2126692798247,7,,-345.91597826102355,2529.4311138717208,2023,7,R
-2706.3344852401556,-3238.04087867866,8,,-144.8408914632198,2619.28651277477,2023,7,R
-3399.618785137742,-746.8769695595092,9,,-201.63831408978086,2876.1948730290624,2023,7,R
1428.3820141701494,2292.7810928036356,10,,-342.50296791471146,3477.19582546184,2023,7,R
142.23921186556618,2415.562978813626,11,,-55.51605895562858,3620.137685518132,2023,7,R
-842.6948558408556,2193.1318681426874,12,,-127.85336281470802,3730.249361764049,2023,7,R
538.1157727828859,4122.028999634798,13,,-255.98300625823205,4009.397478995048,2023,7,R
2881.013214318282,2459.7294748811983,14,,-353.6644628431238,4328.164653383528,2023,7,R
3314.213623046875,-1317.8548583984375,1,,-165.7042232224879,228.4848795028827,2023,8,R
3856.566650390625,-2073.48876953125,2,,-22.292628506519133,323.36594678685213,2023,8,R
740.00048828125,-608.991943359375,3,,-158.88211146259871,695.9484680949996,2023,8,R
746.3623046875,-42.99305725097656,4,,10.981968146091017,753.3098268670308,2023,8,R
-724.0447387695312,1618.9674072265625,5,,29.69970797495177,970.2494708060023,2023,8,R
-993.9166259765625,3790.888671875,6,,27.68189480956655,1200.9871478143132,2023,8,R
-1783.8714599609375,4016.30078125,7,,-117.80501466388415,1295.351092416698,2023,8,R
-1785.4404296875,10539.7060546875,8,,118.5937331062827,1974.7897320645457,2023,8,R
-1140.2919921875,10976.314453125,9,,-28.30519809467008,2049.9623146692597,2023,8,R
-711.50537109375,16759.564453125,10,,97.79649538436189,2645.958173757504,2023,8,R
-374.8269958496094,15840.400390625,11,,9.36772122115067,2763.733954661344,2023,8,R
975.87255859375,12421.1728515625,12,,-161.17004277640703,3125.5031452797157,2023,8,R
2586.933349609375,5440.8330078125,13,,-21.168127295710576,3826.4226153081986,2023,8,R
2435.436279296875,5153.82958984375,14,,157.077799192522,3863.196596713603,2023,8,R
-3063.95654296875,-2208.505859375,1,,-115.77962454723948,432.12143198733133,2023,9,R
-6314.69482421875,3218.050048828125,2,,32.816311235060375,1053.0005434018833,2023,9,R
-8209.9208984375,5460.17724609375,3,,147.53856789297933,1365.7823813729892,2023,9,R
-266.37420654296875,4694.2724609375,4,,16.276140875442245,2183.2592401807697,2023,9,R
-1473.040283203125,3462.345947265625,5,,-75.64882051123584,2347.1620642765065,2023,9,R
-4632.14404296875,3322.6875,6,,-39.52498788143804,2702.3359282792517,2023,9,R
-3272.00830078125,853.0664672851562,7,,96.4938007769575,3018.2322389579417,2023,9,R
-1618.7939453125,1948.8214111328125,8,,108.03501663007374,3206.703320565448,2023,9,R
3669.864501953125,1852.27734375,9,,51.29113873108554,3755.637380690361,2023,9,R
4201.1748046875,85.38370513916016,10,,-9.155093979430859,3943.8692477605705,2023,9,R
1192.50830078125,4503.826171875,1,,98.4899241531774,445.93173169727925,2023,10,R
2770.315185546875,4462.89208984375,2,,-78.03462987143243,611.1732283509547,2023,10,R
4845.322265625,5895.13037109375,3,,98.2555451956151,867.388923490656,2023,10,R
5802.7041015625,4733.5244140625,4,,-75.86392528573197,1032.126224268948,2023,10,R
6232.291015625,6458.9794921875,5,,19.10473024407218,1221.7363158345836,2023,10,R
631.385986328125,10910.232421875,6,,108.3056633014727,1951.6063734796542,2023,10,R
-566.2516479492188,9540.3837890625,7,,-130.008186597324,2169.481398846726,2023,10,R
761.3385620117188,12361.55859375,8,,122.63389803912163,2506.9295892619534,2023,10,R
5893.8935546875,12947.2099609375,9,,59.40549721836916,3043.977667273475,2023,10,R
7295.830078125,7780.4658203125,10,,-159.3327248044901,3582.6498002792696,2023,10,R
7534.9931640625,6906.171875,11,,-0.7521081230510966,3668.2974649635808,2023,10,R
7336.6962890625,5474.73486328125,12,,6.130680887505708,3828.874247835143,2023,10,R
7776.478515625,4163.52197265625,13,,-11.177492704699338,3971.6080255513375,2023,10,R
6806.81005859375,3146.68896484375,14,,131.62596056517813,4103.902000961937,2023,10,R
2398.9521484375,-4099.2412109375,15,,-81.47941394640335,4974.668673565152,2023,10,R
-620.4287109375,-993.7661743164062,16,,61.329159623640706,5412.100862085936,2023,10,R
-1438.0526123046875,-1146.76318359375,17,,-79.86563689483886,5505.410218357467,2023,10,R
-2309.334228515625,-105.71966552734375,18,,-178.56504718884855,5656.69462204061,2023,10,R
-6033.7314453125,4029.2685546875,1,,146.52177108363696,635.1555176839025,2023,11,R
-4288.64501953125,3778.159912109375,1,A,60.47100123888616,820.6628986173724,2023,11,R
-1739.7655029296875,2279.862060546875,2,,-50.33326808579322,1134.648490493597,2023,11,R
-2081.064208984375,3944.518310546875,3,,5.32648440746904,1318.9786188958935,2023,11,R
137.27439880371094,8089.453125,4,,158.73003851084664,1797.8986657633584,2023,11,R
-20.38125991821289,10382.619140625,5,,-45.15991642801586,2038.1782718646496,2023,11,R
2399.324462890625,8671.92578125,6,,-6.843936823489347,2367.8229971766063,2023,11,R
2251.829833984375,8271.9306640625,7,,171.75480558986533,2405.7605898699408,2023,11,R
2747.3857421875,6726.5771484375,8,,-132.68783680755217,2581.1547043513415,2023,11,R
3969.8935546875,6201.38525390625,9,,31.117516949595743,2719.9543603460916,2023,11,R
3859.828125,4303.83642578125,10,,-166.6926884163716,2898.7756277114486,2023,11,R
4508.7236328125,2507.1708984375,11,,-16.988076264862677,3103.2048507975996,2023,11,R
1823.3304443359375,-301.9350891113281,12,,-88.47262054946576,3498.745395411597,2023,11,R
917.1895751953125,547.991455078125,12,A,42.29777285333536,3627.8220126347765,2023,11,R
-202.31922912597656,920.361572265625,13,,146.5172487406101,3764.243201200071,2023,11,R
828.6363525390625,-1344.8851318359375,14,,-50.073920456133536,4042.7424041209642,2023,11,R
-2268.255615234375,4480.01220703125,1,,145.68175941520641,361.84945904548795,2023,12,R
2999.999267578125,504.4121398925781,2,,-118.1437971997148,1056.7805573245041,2023,12,R
3817.088134765625,-223.75808715820312,3,,21.623120750256426,1170.5247402202901,2023,12,R
4054.815185546875,-1175.5828857421875,4,,-159.37230591855115,1276.9376612682997,2023,12,R
8288.3798828125,-11558.162109375,5,,-19.044517633774447,2401.5452754340454,2023,12,R
7822.23583984375,-12185.4541015625,6,,162.88664031411616,2472.1231469325344,2023,12,R
7960.5205078125,-13774.4111328125,7,,153.5589625319835,2635.1598699908614,2023,12,R
4795.484375,-15569.1689453125,8,,-147.87551693169823,3028.3200380902485,2023,12,R
6124.01416015625,-13828.8994140625,9,,172.22776136494474,3278.559239451846,2023,12,R
4679.7138671875,-8919.283203125,10,,40.95163822007065,3796.671643078737,2023,12,R
2442.751220703125,-8984.7734375,11,,-46.08229755088073,4033.0813121451974,2023,12,R
765.8057861328125,-12791.740234375,12,,-49.676165997109315,4452.929486248828,2023,12,R
-711.81396484375,-12662.1513671875,13,,102.89657229563842,4615.116635051825,2023,12,R
-2527.06591796875,-14855.037109375,14,,-69.16199272690382,4909.456501474658,2023,12,R
-4336.47314453125,-13437.90234375,15,,-173.38859911250455,5140.922945705542,2023,12,R
370.2557678222656,-8378.4921875,16,,142.6697670739105,5874.658171855762,2023,12,R
1346.130126953125,-5851.3837890625,17,,2.717271720601312,6159.820686539338,2023,12,R
24.782848358154297,-701.6300048828125,18,,157.75138809208076,6671.426595826275,2023,12,R
549.4779052734375,-386.9144592285156,19,,-14.515880956568681,6741.889816599953,2023,12,R
2045.2357177734375,6685.8916015625,1,,66.66521149736246,526.3166623415057,2023,13,R
1769.6058349609375,3831.817626953125,2,,-18.440573067287406,831.2843408837556,2023,13,R
733.6047973632812,2809.591552734375,3,,29.283872373939637,1003.9592346051495,2023,13,R
2716.9189453125,3031.772216796875,4,,-86.77139363570106,1226.6620859763214,2023,13,R
4555.51513671875,2861.585693359375,5,,95.34956286211948,1414.7403074646068,2023,13,R
6001.01171875,3518.558349609375,6,,-70.12544359743099,1583.1414858524417,2023,13,R
8671.6748046875,2879.995361328125,7,,-165.84312436013732,1867.8063206045508,2023,13,R
7340.24365234375,117.99333190917969,8,,108.73626160403413,2202.7438678982667,2023,13,R
5498.07763671875,848.86279296875,9,,-1.4836214508567382,2415.6842326934616,2023,13,R
7457.498046875,2120.50927734375,10,,-167.37565645128126,2674.7068042611345,2023,13,R
2016.62158203125,1550.578857421875,11,,79.03280221304747,3261.3450382188767,2023,13,R
1264.3878173828125,1672.33203125,12,,-38.19603534570552,3343.2689839884133,2023,13,R
1540.923828125,-1313.8089599609375,13,,150.03500571783175,3657.707132183852,2023,13,R
-881.4706420898438,-828.2156372070312,14,,30.844208408407265,3948.485133774518,2023,13,R
-569.5805053710938,8153.724609375,1,,153.78733177568182,886.6153071164933,2023,14,R
-146.75457763671875,8474.9814453125,2,,-13.83584308210785,944.3748162774068,2023,14,R
611.6001586914062,13310.6201171875,3,,133.0285175221899,1467.9523354710068,2023,14,R
6808.6552734375,14630.75390625,4,,-54.042256120811224,2102.9260912327,2023,14,R
7130.8720703125,15023.123046875,5,,121.75285797812727,2157.206691941408,2023,14,R
10554.8564453125,15713.8046875,6,,54.6416550196045,2514.4071179336747,2023,14,R
10972.642578125,12648.357421875,7,,-29.053283096610013,2839.350629902963,2023,14,R
2562.920166015625,6171.0234375,8,,163.07286056163184,3901.7823868464047,2023,14,R
2478.04150390625,5270.56201171875,9,,-21.066696185852937,3993.3187262238016,2023,14,R
1890.1082763671875,4451.185546875,10,,152.54444074214535,4084.165372401947,2023,14,R
-55.33073425292969,-5800.1669921875,11,,-95.85285360901966,5188.817533361832,2023,14,R
431.13265185736964,3476.576339145755,1,,40.09899112559812,400.3664352287724,2023,15,R
-195.2140342729199,3722.2068354357343,2,,-116.33812114496007,473.83456319880406,2023,15,R
-779.7542602987305,4085.8999696922547,3,,108.31812608238168,538.9870275157112,2023,15,R
-1000.248495084903,2762.5658073638174,4,,-159.82584190332562,697.7567429557201,2023,15,R
-704.2751363886564,290.4987435530211,5,,-56.17507239255018,974.6378177656046,2023,15,R
-4914.428676444357,446.07877429337077,6,,-99.40534019082725,1385.6296997405561,2023,15,R
-8210.484031585085,2141.91893694609,7,,84.28802927725171,1764.930373549358,2023,15,R
-9608.455015003696,545.2344521818222,8,,-137.55488367522997,1996.1447205870707,2023,15,R
-11035.325462710984,1643.4830602634265,9,,-77.17835340212868,2185.7552224982373,2023,15,R
-13197.999977462843,-1883.9884365433581,10,,-182.9285608765443,2609.8617368370374,2023,15,R
-12225.258327405409,-3008.9788169688827,11,,21.97298112607431,2770.8103267001643,2023,15,R
-11972.752928264084,-3759.2471044775466,12,,-133.1642603505898,2855.9654104983074,2023,15,R
-10795.164153894957,-4903.60650770113,13,,-96.04299005964127,3021.4129466144573,2023,15,R
-9087.216472295006,75.60817055162295,14,,273.56261626114366,3581.157748030495,2023,15,R
-7370.032739596296,-1290.3335741899066,15,,247.80392755981828,3794.6548723059527,2023,15,R
-2544.27408282517,-1747.779915053758,16,,41.59452534061187,4295.485971076714,2023,15,R
-2205.492524818259,-2401.4104525295033,17,,48.421856283785445,4372.984757084393,2023,15,R
386.8427724646517,-2657.5894968940347,18,,99.54974113843991,4637.1594540697015,2023,15,R
1136.5661843074995,-1839.636021516253,19,,-14.64865962944613,4751.130007133365,2023,15,R
5954.5959774740895,-6043.797284217995,1,,-359.8591867320418,666.361832642687,2023,16,R
5411.746104880109,-6985.870032582339,2,,-81.20528371107957,838.5739434809899,2023,16,R
3770.348047981657,-5370.929540536406,3,,-131.30409040377555,1095.4583927633194,2023,16,R
2554.6165880721856,-4969.478669439493,4,,-304.3435640806432,1237.8594049536866,2023,16,R
1863.1226597549849,-3634.6854876662646,5,,-131.39838896954797,1384.6531580385815,2023,16,R
343.85712481205337,-3137.3369407498194,6,,-311.87967969172064,1564.3061272160894,2023,16,R
-615.7460759855876,-519.8197239235956,7,,-106.45904451685772,1880.4261404148929,2023,16,R
-3936.654450370991,-2323.145349123679,8,,-57.88888817950351,2235.497331106887,2023,16,R
-5453.049411891635,-2538.2158787028984,9,,-110.43184351822356,2453.496033517671,2023,16,R
-6229.209841459328,449.90897792871783,10,,-1.787031420163089,2776.1102498466153,2023,16,R
-5964.645827643905,1876.7427270592411,11,,-126.42301288127982,2900.6880853285847,2023,16,R
